epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
4889,0.84681,0.83745,372.73,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4890,0.84681,0.83951,372.81,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4891,0.84681,0.83951,372.9,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4892,0.84726,0.83951,372.98,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4893,0.84635,0.83951,373.05,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4894,0.84681,0.83745,373.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4895,0.84658,0.83951,373.2,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4896,0.84658,0.83951,373.28,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4897,0.84635,0.83745,373.35,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4898,0.84681,0.84156,373.43,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4899,0.84681,0.83951,373.52,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4900,0.84658,0.83745,373.6,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4901,0.84681,0.83951,373.68,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4902,0.84726,0.83951,373.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4903,0.84635,0.83951,373.84,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4904,0.84612,0.83745,373.94,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4905,0.84612,0.83951,374.01,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4906,0.84726,0.83951,374.09,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4907,0.84635,0.83951,374.17,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4908,0.84681,0.83951,374.24,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4909,0.84726,0.83951,374.32,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4910,0.84635,0.83951,374.41,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4911,0.84703,0.83745,374.48,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4912,0.84658,0.83951,374.54,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4913,0.84681,0.83951,374.61,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4914,0.84635,0.83745,374.69,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4915,0.84681,0.83951,374.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4916,0.84681,0.83745,374.83,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4917,0.84658,0.83951,374.91,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4918,0.84612,0.83745,374.99,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4919,0.84703,0.84156,375.06,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4920,0.84658,0.83951,375.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4921,0.84703,0.83951,375.21,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4922,0.84612,0.83951,375.29,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4923,0.84681,0.83951,375.37,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4924,0.84566,0.83951,375.45,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4925,0.84772,0.83951,375.52,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4926,0.84658,0.84156,375.62,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4927,0.84703,0.84156,375.69,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4928,0.84726,0.83539,375.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4929,0.84681,0.83951,375.84,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4930,0.84726,0.83951,375.92,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4931,0.84658,0.83745,376.01,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4932,0.84726,0.84156,376.09,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4933,0.84726,0.83951,376.18,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4934,0.84703,0.83951,376.26,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4935,0.84589,0.84156,376.35,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4936,0.84681,0.83951,376.42,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4937,0.84658,0.84156,376.49,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4938,0.84703,0.84156,376.56,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4939,0.84658,0.84156,376.65,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4940,0.84726,0.84156,376.75,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4941,0.84703,0.83951,376.82,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4942,0.84658,0.83745,376.92,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4943,0.84726,0.84156,377.02,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4944,0.84681,0.83951,377.11,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4945,0.84681,0.84156,377.18,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4946,0.84589,0.84156,377.26,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4947,0.84703,0.83951,377.34,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4948,0.84566,0.83951,377.43,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4949,0.84703,0.83951,377.51,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4950,0.84635,0.83951,377.6,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4951,0.84703,0.83951,377.68,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4952,0.84726,0.83951,377.75,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4953,0.84566,0.83745,377.82,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4954,0.84635,0.83951,377.92,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4955,0.84589,0.83745,378.0,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4956,0.84681,0.83951,378.09,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4957,0.84612,0.83951,378.17,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4958,0.84726,0.83951,378.25,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4959,0.84681,0.83951,378.33,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4960,0.84681,0.84156,378.41,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4961,0.84658,0.83745,378.49,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4962,0.84681,0.83951,378.56,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4963,0.84726,0.83951,378.64,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4964,0.84658,0.83745,378.72,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4965,0.84726,0.83951,378.8,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4966,0.84612,0.83745,378.88,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4967,0.84726,0.84156,378.97,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4968,0.84658,0.83951,379.06,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4969,0.84726,0.83951,379.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4970,0.84703,0.84156,379.21,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4971,0.84703,0.83951,379.29,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4972,0.84658,0.84156,379.37,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4973,0.84703,0.84156,379.46,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4974,0.84681,0.83951,379.54,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4975,0.84772,0.83951,379.62,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4976,0.84703,0.83951,379.71,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4977,0.84726,0.83951,379.78,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4978,0.84703,0.83951,379.88,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4979,0.84681,0.83745,379.97,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4980,0.84681,0.84156,380.05,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4981,0.84658,0.83951,380.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4982,0.84726,0.84156,380.23,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4983,0.84681,0.83951,380.31,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4984,0.84681,0.83951,380.41,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4985,0.84749,0.84156,380.5,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4986,0.84726,0.84156,380.59,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4987,0.84612,0.83745,380.68,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4988,0.84658,0.84156,380.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4989,0.84635,0.83745,380.85,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4990,0.84772,0.83951,380.95,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4991,0.84772,0.83745,381.05,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4992,0.84726,0.83951,381.14,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4993,0.84749,0.83951,381.21,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4994,0.84749,0.83951,381.29,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4995,0.84726,0.83951,381.36,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4996,0.84726,0.83951,381.44,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4997,0.84703,0.83951,381.53,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4998,0.84772,0.83951,381.61,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
4999,0.84726,0.83745,381.71,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5000,0.84726,0.83951,381.81,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5001,0.84703,0.83951,381.9,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5002,0.84772,0.83951,381.99,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5003,0.84749,0.83951,382.06,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5004,0.84726,0.83951,382.14,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5005,0.84749,0.83951,382.23,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5006,0.84772,0.83951,382.31,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5007,0.84703,0.83951,382.37,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5008,0.84726,0.83951,382.46,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5009,0.84795,0.83951,382.54,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5010,0.84658,0.83745,382.61,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5011,0.84795,0.84156,382.69,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5012,0.84635,0.83745,382.75,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5013,0.84726,0.84156,382.84,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5014,0.84681,0.83745,382.9,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5015,0.84749,0.84156,382.98,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5016,0.84612,0.83951,383.06,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5017,0.84726,0.84156,383.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5018,0.84658,0.83745,383.24,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5019,0.84681,0.84156,383.32,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5020,0.84749,0.84156,383.4,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5021,0.84726,0.84156,383.52,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5022,0.84795,0.84156,383.6,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5023,0.84658,0.84156,383.68,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5024,0.84749,0.83951,383.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5025,0.84703,0.83951,383.84,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5026,0.84726,0.83951,383.91,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5027,0.84749,0.83951,383.98,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5028,0.84772,0.83951,384.05,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5029,0.84749,0.83745,384.12,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5030,0.84749,0.83951,384.2,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5031,0.84726,0.83745,384.29,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5032,0.84658,0.83951,384.38,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5033,0.84726,0.83951,384.45,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5034,0.84818,0.83951,384.55,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5035,0.84703,0.83745,385.06,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5036,0.84749,0.83951,385.13,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5037,0.84681,0.83745,385.2,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5038,0.84818,0.83951,385.29,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5039,0.84749,0.83745,385.36,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5040,0.84818,0.83951,385.43,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5041,0.84703,0.83951,385.51,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5042,0.84749,0.83951,385.6,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5043,0.84703,0.83745,385.68,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5044,0.84818,0.84156,385.76,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5045,0.84658,0.83539,385.84,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5046,0.84703,0.83951,385.94,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5047,0.84681,0.83539,386.02,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5048,0.84772,0.83951,386.09,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5049,0.84635,0.84156,386.15,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5050,0.84658,0.84156,386.23,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5051,0.84772,0.84156,386.31,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5052,0.84703,0.84156,386.39,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5053,0.84795,0.84156,386.48,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5054,0.84726,0.84156,386.57,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5055,0.84749,0.84156,386.64,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5056,0.84795,0.84156,386.71,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5057,0.84635,0.83745,386.8,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5058,0.84726,0.84156,386.87,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5059,0.84635,0.83745,386.94,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5060,0.84726,0.83745,387.02,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5061,0.84749,0.83539,387.09,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5062,0.84795,0.83951,387.18,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5063,0.84795,0.83951,387.26,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5064,0.84658,0.83539,387.34,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5065,0.84703,0.83951,387.41,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5066,0.84681,0.83539,387.49,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
5067,0.84703,0.83745,387.58,13,18,15,15,22,22,27,37,30,39,47,44,61,62,65,63,71,75,81,89,91,92,90,91,107,111,117,120,116,126
