epoch,train_accuracy,validation_accuracy,time,band_1,band_2
110,0.38379,0.36008,1.8,43,90
111,0.38379,0.36008,1.81,43,90
112,0.38379,0.36008,1.82,43,90
113,0.38379,0.36008,1.82,43,90
114,0.38379,0.36008,1.83,43,91
115,0.38379,0.36008,1.84,43,91
116,0.38379,0.36008,1.85,43,91
117,0.38379,0.36008,1.87,43,91
118,0.38379,0.36008,1.9,43,91
119,0.38379,0.36008,1.95,43,91
120,0.38379,0.36008,1.96,43,91
121,0.38379,0.36008,1.97,43,91
122,0.38379,0.36008,1.98,43,91
123,0.38379,0.36008,1.99,43,91
124,0.38379,0.36008,2.0,43,91
125,0.38379,0.36008,2.01,43,91
126,0.38379,0.36008,2.02,43,91
127,0.38379,0.36008,2.02,43,91
128,0.38379,0.36008,2.03,43,91
129,0.38379,0.36008,2.05,43,91
130,0.38379,0.36008,2.07,43,91
131,0.38379,0.36008,2.09,43,91
132,0.38379,0.36008,2.1,43,91
133,0.38379,0.36008,2.15,43,91
134,0.38379,0.36008,2.16,43,91
135,0.38379,0.36008,2.17,43,91
136,0.38379,0.36008,2.18,43,91
137,0.38379,0.36008,2.19,43,91
138,0.38379,0.36008,2.2,43,91
139,0.38379,0.36008,2.21,43,91
140,0.38379,0.36008,2.22,43,91
141,0.38379,0.36008,2.22,43,91
142,0.38379,0.36008,2.23,43,91
143,0.38379,0.36008,2.24,43,91
144,0.38379,0.36008,2.25,43,91
145,0.38379,0.36008,2.25,43,91
146,0.38379,0.36008,2.26,43,91
147,0.38379,0.36008,2.27,43,91
148,0.38379,0.36008,2.28,43,91
149,0.38379,0.36008,2.28,43,91
150,0.38379,0.36008,2.29,43,91
151,0.38379,0.36008,2.3,43,91
152,0.38379,0.36008,2.3,43,91
153,0.38379,0.36008,2.31,43,91
154,0.38379,0.36008,2.32,43,91
155,0.38379,0.36008,2.32,43,91
156,0.38379,0.36008,2.33,43,91
157,0.38379,0.36008,2.34,43,91
158,0.38379,0.36008,2.35,43,91
159,0.38379,0.36008,2.35,43,91
160,0.38379,0.36008,2.36,43,91
161,0.38379,0.36008,2.37,43,91
162,0.38379,0.36008,2.38,43,91
163,0.38379,0.36008,2.38,43,91
164,0.38379,0.36008,2.39,43,91
165,0.38379,0.36008,2.39,43,91
166,0.38379,0.36008,2.41,43,91
167,0.38379,0.36008,2.41,43,91
168,0.38379,0.36008,2.42,43,91
169,0.38379,0.36008,2.44,43,91
170,0.38379,0.36008,2.45,43,91
171,0.38379,0.36008,2.45,43,91
172,0.38379,0.36008,2.46,43,91
173,0.38379,0.36008,2.47,43,91
174,0.38379,0.36008,2.47,43,91
175,0.38379,0.36008,2.48,43,91
176,0.38379,0.36008,2.49,43,91
177,0.38379,0.36008,2.49,43,91
178,0.38379,0.36008,2.5,43,91
179,0.38379,0.36008,2.51,43,91
180,0.38379,0.36008,2.52,42,91
181,0.38379,0.36008,2.52,42,91
182,0.38379,0.36008,2.53,42,91
183,0.38379,0.36008,2.54,42,91
184,0.38379,0.36008,2.54,42,91
185,0.38356,0.36008,2.55,42,91
186,0.38356,0.36008,2.56,42,91
187,0.38379,0.36008,2.57,42,91
188,0.38379,0.36008,2.57,42,91
189,0.38402,0.36008,2.58,42,91
190,0.38379,0.36008,2.59,42,91
191,0.38356,0.36008,2.59,42,91
192,0.38379,0.36008,2.6,42,91
193,0.38356,0.36008,2.61,42,91
194,0.38379,0.36008,2.62,42,91
195,0.38379,0.36008,2.62,42,91
196,0.38402,0.36008,2.63,42,91
197,0.38425,0.36008,2.64,42,91
198,0.38493,0.36008,2.65,42,91
199,0.38447,0.36008,2.65,42,91
200,0.38425,0.36008,2.66,42,91
201,0.38402,0.36214,2.67,42,91
202,0.38447,0.36214,2.68,42,91
203,0.38493,0.36214,2.68,42,90
204,0.38516,0.36214,2.69,42,90
205,0.38516,0.36214,2.7,42,90
206,0.38539,0.36214,2.71,42,90
207,0.38516,0.36214,2.71,42,90
208,0.38493,0.36008,2.72,42,90
209,0.38562,0.36214,2.73,42,90
210,0.38608,0.36214,2.74,42,90
211,0.38631,0.36214,2.74,42,90
212,0.38608,0.36008,2.75,42,90
213,0.38585,0.36008,2.76,42,90
214,0.38608,0.36008,2.77,42,90
215,0.38699,0.36214,2.77,42,90
216,0.38722,0.3642,2.78,42,90
217,0.38791,0.36626,2.79,42,89
218,0.38883,0.36626,2.8,42,89
219,0.38883,0.36626,2.8,42,89
220,0.38974,0.36626,2.81,42,89
221,0.38974,0.36831,2.82,42,89
222,0.39089,0.36831,2.82,42,89
223,0.39089,0.36831,2.83,41,89
224,0.39157,0.36831,2.84,41,89
225,0.39157,0.37037,2.84,41,89
226,0.39249,0.36831,2.85,41,89
227,0.39318,0.36831,2.86,41,89
228,0.39363,0.37243,2.87,41,89
229,0.39432,0.37243,2.88,41,89
230,0.39524,0.37243,2.88,41,89
231,0.39547,0.37243,2.89,41,89
232,0.39547,0.37449,2.9,41,89
233,0.39547,0.37243,2.91,41,89
234,0.39615,0.37243,2.92,41,89
235,0.39638,0.37449,2.92,41,89
236,0.39776,0.37243,2.93,41,88
237,0.39867,0.37449,2.94,40,88
238,0.39936,0.37243,2.95,40,88
239,0.39867,0.37449,2.95,40,88
240,0.39913,0.37449,2.96,40,88
241,0.39959,0.37037,2.97,40,88
242,0.39959,0.36626,2.97,40,88
243,0.39913,0.36626,2.98,40,88
244,0.39867,0.36626,2.99,40,88
245,0.39638,0.36626,3.0,40,88
246,0.39455,0.36626,3.0,40,88
247,0.39432,0.36626,3.01,40,88
248,0.39295,0.36626,3.02,39,88
249,0.39226,0.36831,3.02,39,88
250,0.39569,0.37037,3.03,39,88
251,0.3989,0.36831,3.04,39,88
252,0.40188,0.35802,3.04,39,88
253,0.40783,0.36008,3.05,39,87
254,0.40852,0.36214,3.06,39,87
255,0.41035,0.36626,3.07,39,87
256,0.41241,0.37037,3.07,39,87
257,0.41264,0.37449,3.08,39,87
258,0.41585,0.38477,3.09,39,87
259,0.41951,0.39095,3.1,38,87
260,0.4218,0.393,3.1,38,87
261,0.42455,0.39506,3.11,38,87
262,0.42569,0.39918,3.12,38,87
263,0.42661,0.39918,3.13,38,87
264,0.42752,0.40123,3.13,38,87
265,0.42775,0.40329,3.14,38,87
266,0.4289,0.40329,3.15,38,87
267,0.42913,0.40535,3.16,38,87
268,0.43027,0.40535,3.16,38,87
269,0.43004,0.40329,3.17,38,87
270,0.43188,0.40741,3.18,38,87
271,0.43142,0.40947,3.19,38,87
272,0.43188,0.41152,3.2,38,87
273,0.43233,0.40741,3.2,38,87
274,0.43417,0.41152,3.21,38,87
275,0.43394,0.40741,3.22,38,87
276,0.43485,0.40947,3.22,38,87
277,0.43531,0.40947,3.23,38,87
278,0.43508,0.40741,3.24,38,87
279,0.43737,0.40947,3.24,38,87
280,0.43897,0.40947,3.25,38,87
281,0.43966,0.40947,3.26,38,87
282,0.43943,0.41358,3.26,38,87
283,0.44104,0.41975,3.27,38,87
284,0.44287,0.42181,3.28,38,87
285,0.44355,0.42181,3.28,38,87
286,0.44332,0.41975,3.29,38,87
287,0.44424,0.41975,3.3,38,87
288,0.44424,0.41975,3.31,38,87
289,0.4447,0.42181,3.32,38,87
290,0.44424,0.42181,3.32,38,87
291,0.4447,0.42181,3.33,38,87
292,0.44424,0.42181,3.34,38,87
293,0.44424,0.42387,3.35,38,87
294,0.44493,0.42387,3.36,38,87
295,0.44516,0.42387,3.37,38,87
296,0.44607,0.42798,3.37,38,87
297,0.44653,0.43004,3.38,38,87
298,0.44676,0.43004,3.39,38,87
299,0.44722,0.43004,3.4,38,87
300,0.44745,0.4321,3.41,38,87
301,0.44813,0.4321,3.41,38,87
302,0.4479,0.4321,3.42,38,87
303,0.44836,0.43004,3.43,38,87
304,0.44768,0.42798,3.43,38,87
305,0.44676,0.43004,3.44,38,87
306,0.44676,0.43004,3.45,38,87
307,0.44676,0.43004,3.46,38,87
308,0.44653,0.4321,3.46,38,87
309,0.4463,0.4321,3.47,38,87
310,0.44676,0.4321,3.48,38,87
311,0.44699,0.4321,3.49,38,87
312,0.44745,0.43416,3.49,38,87
313,0.44813,0.43416,3.5,38,87
314,0.44813,0.43416,3.51,38,87
315,0.44859,0.43416,3.52,38,87
316,0.44928,0.43416,3.52,38,87
317,0.44974,0.43416,3.53,38,87
318,0.44974,0.43416,3.54,38,87
319,0.45088,0.43416,3.55,38,87
320,0.45088,0.43416,3.55,38,87
321,0.45203,0.43416,3.56,38,87
322,0.45226,0.43621,3.57,38,87
323,0.45248,0.43621,3.58,38,87
324,0.45363,0.43621,3.58,38,87
325,0.455,0.43621,3.59,38,87
326,0.45569,0.43827,3.61,38,87
327,0.45592,0.43827,3.61,38,87
328,0.45638,0.44033,3.62,38,87
329,0.45706,0.44033,3.63,38,87
330,0.45775,0.44033,3.64,38,87
331,0.45798,0.44444,3.65,38,87
332,0.4589,0.4465,3.65,38,87
333,0.45913,0.4465,3.66,38,87
334,0.45935,0.44856,3.67,38,87
335,0.45935,0.44856,3.68,38,87
336,0.45981,0.45062,3.68,38,87
337,0.46004,0.45062,3.69,38,87
338,0.46004,0.45267,3.7,38,87
339,0.46027,0.45473,3.71,38,87
340,0.4621,0.45679,3.71,38,87
341,0.46279,0.45679,3.72,38,87
342,0.46302,0.45679,3.73,38,87
343,0.46371,0.46091,3.74,38,87
344,0.46393,0.46091,3.75,38,87
345,0.46577,0.46296,3.75,38,87
346,0.46645,0.46296,3.76,38,87
347,0.46668,0.46296,3.77,38,87
348,0.4676,0.46296,3.77,38,87
349,0.46806,0.46296,3.78,38,87
350,0.46897,0.46296,3.79,38,87
351,0.46943,0.46296,3.8,38,87
352,0.46989,0.46502,3.8,38,87
353,0.4708,0.46502,3.81,38,87
354,0.47286,0.46502,3.82,38,87
355,0.47424,0.46502,3.83,38,87
356,0.47538,0.46708,3.83,38,87
357,0.47584,0.47119,3.84,38,87
358,0.4763,0.47119,3.85,38,87
359,0.47653,0.47119,3.86,38,87
360,0.47699,0.47325,3.86,38,87
361,0.47722,0.47531,3.87,38,87
362,0.47767,0.47531,3.88,38,87
363,0.4779,0.47942,3.89,38,87
364,0.47859,0.47942,3.89,38,87
365,0.47951,0.47942,3.9,38,87
366,0.48019,0.48148,3.91,38,87
367,0.48157,0.48148,3.92,38,87
368,0.48157,0.48354,3.92,38,87
369,0.4818,0.48354,3.93,38,87
370,0.48202,0.48354,3.94,38,87
371,0.48202,0.48354,3.95,38,87
372,0.48271,0.48354,3.96,38,87
373,0.4834,0.48354,3.96,38,87
374,0.48386,0.48354,3.97,38,87
375,0.48386,0.48354,3.98,38,87
376,0.48454,0.48354,3.99,38,87
377,0.485,0.48354,4.0,38,87
378,0.48569,0.48354,4.0,38,87
379,0.48615,0.48354,4.01,38,87
380,0.48638,0.48354,4.02,38,87
381,0.48683,0.48354,4.02,38,87
382,0.48706,0.48354,4.03,38,87
383,0.48706,0.48354,4.04,38,87
384,0.48729,0.48354,4.04,38,87
385,0.48752,0.48354,4.05,38,87
386,0.48775,0.4856,4.06,38,87
387,0.48798,0.4856,4.07,38,87
388,0.48821,0.4856,4.08,38,87
389,0.48866,0.4856,4.08,38,87
390,0.48889,0.4856,4.09,38,87
391,0.48981,0.48765,4.1,38,87
392,0.49004,0.48765,4.11,38,87
393,0.49073,0.48765,4.12,38,87
394,0.49073,0.48765,4.12,38,87
395,0.49073,0.48765,4.13,38,87
396,0.49095,0.48765,4.14,38,87
397,0.49118,0.48765,4.15,38,87
398,0.49187,0.48765,4.15,38,87
399,0.49279,0.48971,4.16,38,87
400,0.49233,0.48971,4.17,38,87
401,0.49256,0.49177,4.17,38,87
402,0.49324,0.49177,4.18,38,87
403,0.49393,0.49177,4.19,38,87
404,0.49393,0.49177,4.2,38,87
405,0.49416,0.49177,4.2,38,87
406,0.49416,0.49177,4.21,38,87
407,0.49485,0.49383,4.22,38,87
408,0.49553,0.49383,4.23,38,87
409,0.49576,0.49383,4.23,38,87
410,0.49553,0.49383,4.24,38,87
411,0.49599,0.49383,4.25,38,87
412,0.49622,0.49383,4.26,38,87
413,0.49668,0.49383,4.27,38,87
414,0.49714,0.49383,4.27,38,87
415,0.49714,0.49383,4.28,38,87
416,0.49782,0.49383,4.29,38,87
417,0.4976,0.49383,4.3,38,87
418,0.49805,0.49383,4.31,38,87
419,0.49805,0.49794,4.32,38,87
420,0.49828,0.49794,4.32,38,87
421,0.49874,0.49794,4.33,38,87
422,0.49874,0.49794,4.34,38,87
423,0.4992,0.49794,4.35,38,87
424,0.49943,0.49794,4.35,38,87
425,0.49989,0.49794,4.36,38,87
426,0.50057,0.5,4.37,38,87
427,0.50126,0.5,4.37,38,87
428,0.50172,0.5,4.38,38,87
429,0.5024,0.5,4.39,38,87
430,0.50309,0.5,4.39,38,87
431,0.50286,0.50206,4.4,38,87
432,0.50355,0.50206,4.41,38,87
433,0.50401,0.50206,4.42,38,87
434,0.50424,0.50206,4.43,38,87
435,0.50538,0.50206,4.43,38,87
436,0.50538,0.50206,4.44,38,87
437,0.50515,0.50206,4.45,38,87
438,0.50538,0.50206,4.46,38,87
439,0.50607,0.50206,4.46,38,87
440,0.50721,0.50206,4.47,38,87
441,0.50721,0.50206,4.48,38,87
442,0.50836,0.50412,4.49,38,87
443,0.50859,0.50412,4.49,38,87
444,0.50882,0.50412,4.5,38,87
445,0.5095,0.50412,4.51,38,87
446,0.5095,0.50412,4.52,38,87
447,0.5095,0.50412,4.53,38,87
448,0.51042,0.50617,4.54,38,87
449,0.51065,0.50823,4.54,38,87
450,0.51111,0.50823,4.55,38,87
451,0.51134,0.50823,4.56,38,87
452,0.51134,0.50823,4.57,38,87
453,0.51179,0.50823,4.57,38,87
454,0.51156,0.50823,4.58,38,87
455,0.51179,0.50823,4.59,38,87
456,0.51248,0.50823,4.59,38,87
457,0.51271,0.51029,4.6,38,87
458,0.51271,0.51029,4.61,38,87
459,0.51248,0.51029,4.62,38,87
460,0.51294,0.51235,4.62,38,87
461,0.51271,0.51235,4.63,38,87
462,0.51294,0.51235,4.64,38,87
463,0.51294,0.5144,4.65,38,87
464,0.51317,0.5144,4.65,38,87
465,0.51362,0.5144,4.67,38,87
466,0.51385,0.51235,4.67,38,87
467,0.51408,0.51235,4.68,38,87
468,0.51454,0.51235,4.69,38,87
469,0.51477,0.51235,4.7,38,87
470,0.51477,0.51029,4.7,38,87
471,0.515,0.51029,4.71,38,87
472,0.515,0.51029,4.72,38,87
473,0.51591,0.51235,4.73,38,87
474,0.51614,0.51235,4.74,38,87
475,0.51683,0.51235,4.75,38,87
476,0.51706,0.51235,4.75,38,87
477,0.51706,0.51235,4.76,38,87
478,0.5166,0.51235,4.77,38,87
479,0.51683,0.51235,4.78,38,87
480,0.51729,0.51235,4.78,38,87
481,0.51706,0.51235,4.79,38,87
482,0.51752,0.51235,4.8,38,87
483,0.51752,0.51235,4.8,38,87
484,0.51775,0.51235,4.81,38,87
485,0.51798,0.5144,4.82,38,87
486,0.51843,0.5144,4.83,38,87
487,0.51889,0.5144,4.84,38,87
488,0.51889,0.5144,4.84,38,87
489,0.51866,0.5144,4.85,38,87
490,0.51889,0.5144,4.85,38,87
491,0.51935,0.5144,4.86,38,87
492,0.51958,0.5144,4.87,38,87
493,0.51981,0.5144,4.88,38,87
494,0.52004,0.5144,4.89,38,87
495,0.52027,0.51646,4.89,38,87
496,0.52004,0.51646,4.9,38,87
497,0.51935,0.51646,4.91,38,87
498,0.51935,0.51646,4.91,38,87
499,0.51981,0.51646,4.92,38,87
500,0.51958,0.51646,4.93,38,87
501,0.51958,0.51852,4.93,38,87
502,0.51935,0.51852,4.94,38,87
503,0.51935,0.51646,4.95,38,87
504,0.51981,0.51646,4.96,38,87
505,0.52027,0.51646,4.96,38,87
506,0.52141,0.51646,4.97,38,87
507,0.52187,0.51646,4.98,38,87
508,0.52233,0.51646,4.99,38,87
509,0.52233,0.51852,5.0,38,87
510,0.52256,0.51852,5.01,38,87
511,0.52278,0.51852,5.02,38,87
512,0.52278,0.51852,5.03,38,87
513,0.52187,0.51852,5.03,38,87
514,0.52233,0.51852,5.04,38,87
515,0.52187,0.51852,5.05,38,87
516,0.52141,0.51852,5.06,38,87
517,0.52072,0.52263,5.07,38,87
518,0.52095,0.52263,5.07,38,87
519,0.52118,0.52263,5.08,38,87
520,0.52164,0.52263,5.09,38,87
521,0.5221,0.52263,5.1,38,87
522,0.52301,0.52469,5.11,38,87
523,0.5237,0.52263,5.12,38,87
524,0.52416,0.52263,5.12,38,87
525,0.52416,0.52469,5.13,38,87
526,0.52393,0.52263,5.14,38,87
527,0.52347,0.52263,5.14,38,87
528,0.5237,0.52263,5.15,38,87
529,0.5237,0.52469,5.16,38,87
530,0.52393,0.52675,5.17,38,87
531,0.52416,0.52675,5.18,38,87
532,0.52393,0.52675,5.19,38,87
533,0.52439,0.52675,5.2,38,87
534,0.52439,0.52469,5.21,38,87
535,0.52439,0.52469,5.22,38,87
536,0.52439,0.52469,5.23,38,87
537,0.52416,0.52469,5.24,38,87
538,0.52439,0.52469,5.25,38,87
539,0.52439,0.52469,5.25,38,87
540,0.52439,0.52469,5.26,38,87
541,0.52485,0.52881,5.27,38,87
542,0.52553,0.52881,5.27,38,87
543,0.52576,0.52881,5.28,38,87
544,0.52622,0.52881,5.29,38,87
545,0.52553,0.53086,5.3,38,87
546,0.52576,0.53086,5.3,38,87
547,0.52553,0.53086,5.31,38,87
548,0.5253,0.53292,5.32,38,87
549,0.52507,0.53292,5.33,38,87
550,0.52485,0.53292,5.34,38,87
551,0.52462,0.53292,5.35,38,87
552,0.52439,0.53292,5.35,38,87
553,0.52416,0.53498,5.36,38,87
554,0.52416,0.53498,5.37,38,87
555,0.52439,0.53498,5.38,38,87
556,0.52485,0.53498,5.39,38,87
557,0.5253,0.53704,5.39,38,87
558,0.52553,0.53909,5.4,38,87
559,0.52599,0.53704,5.41,38,87
560,0.52599,0.53704,5.42,38,87
561,0.52599,0.53498,5.43,38,87
562,0.52599,0.53498,5.43,38,87
563,0.52599,0.53498,5.44,38,87
564,0.52599,0.53498,5.45,38,87
565,0.52599,0.53498,5.45,38,87
566,0.52622,0.53498,5.46,38,87
567,0.52668,0.53498,5.47,38,87
568,0.52714,0.53498,5.47,38,87
569,0.52691,0.53498,5.48,38,87
570,0.52691,0.53498,5.49,38,87
571,0.52668,0.53498,5.49,38,87
572,0.52691,0.53498,5.5,38,87
573,0.52714,0.53498,5.51,38,87
574,0.52714,0.53498,5.51,38,87
575,0.52714,0.53498,5.52,38,87
576,0.52691,0.53498,5.53,38,87
577,0.52668,0.53292,5.54,38,87
578,0.52645,0.53292,5.54,38,87
579,0.52645,0.53292,5.55,38,87
580,0.52645,0.53498,5.56,38,87
581,0.52691,0.53498,5.57,38,87
582,0.52759,0.53498,5.57,38,87
583,0.52714,0.53704,5.58,38,87
584,0.52691,0.53704,5.59,38,87
585,0.52668,0.53704,5.6,38,87
586,0.52668,0.53704,5.6,38,87
587,0.52668,0.53704,5.61,38,87
588,0.52622,0.53704,5.62,38,87
589,0.52553,0.53704,5.63,38,87
590,0.5253,0.53704,5.64,38,87
591,0.52576,0.53704,5.64,38,87
592,0.52599,0.53704,5.65,38,87
593,0.52645,0.53704,5.66,38,87
594,0.52645,0.53498,5.67,38,87
595,0.52599,0.53498,5.67,38,87
596,0.52599,0.53498,5.68,38,87
597,0.52553,0.53292,5.69,38,87
598,0.52553,0.53498,5.7,38,87
599,0.52576,0.53498,5.7,38,87
600,0.52553,0.53498,5.71,38,87
601,0.5253,0.53498,5.72,38,87
602,0.5253,0.53498,5.73,38,87
603,0.52576,0.53704,5.73,38,87
604,0.52553,0.53704,5.74,38,87
605,0.52507,0.53704,5.75,38,87
606,0.5253,0.53909,5.75,38,87
607,0.52485,0.53909,5.76,38,87
608,0.52416,0.53909,5.77,38,87
609,0.52416,0.53909,5.78,38,87
610,0.52462,0.53909,5.79,38,87
611,0.52462,0.53909,5.79,38,87
612,0.52485,0.53704,5.8,38,87
613,0.52462,0.53704,5.81,38,87
614,0.52462,0.53704,5.82,38,87
615,0.52439,0.53704,5.82,38,87
616,0.52439,0.53498,5.83,38,87
617,0.52416,0.53704,5.84,38,87
618,0.52439,0.53704,5.85,38,87
619,0.52393,0.53498,5.85,38,87
620,0.52347,0.53498,5.86,38,87
621,0.52324,0.53498,5.87,38,87
622,0.52324,0.53498,5.88,38,87
623,0.52347,0.53498,5.88,38,87
624,0.52347,0.53498,5.89,38,87
625,0.52347,0.53498,5.9,38,87
626,0.5237,0.53704,5.91,38,87
627,0.52393,0.53909,5.91,38,87
628,0.52324,0.53909,5.92,38,87
629,0.52324,0.53909,5.93,38,87
630,0.52324,0.53909,5.93,38,87
631,0.52347,0.53909,5.94,38,87
632,0.5237,0.53909,5.95,38,87
633,0.52393,0.53909,5.95,38,87
634,0.52416,0.53909,5.96,38,87
635,0.52393,0.53909,5.97,38,87
636,0.5237,0.53909,5.97,38,87
637,0.52347,0.53909,5.98,38,87
638,0.52324,0.53909,5.99,38,87
639,0.5237,0.53909,5.99,38,87
640,0.5237,0.53909,6.0,38,87
641,0.52347,0.53909,6.01,38,87
642,0.52347,0.53909,6.01,38,87
643,0.52416,0.53909,6.02,38,87
644,0.52416,0.53909,6.03,38,87
645,0.52439,0.53909,6.03,38,87
646,0.52462,0.53704,6.04,38,87
647,0.52553,0.53909,6.05,38,87
648,0.5253,0.53909,6.05,38,87
649,0.52485,0.53704,6.06,38,87
650,0.52462,0.53704,6.06,38,87
651,0.52462,0.53704,6.07,38,87
652,0.52485,0.53704,6.08,38,87
653,0.52462,0.53704,6.08,38,87
654,0.52393,0.53704,6.09,38,87
655,0.52439,0.53704,6.1,38,87
656,0.52416,0.53498,6.1,38,87
657,0.52416,0.53498,6.11,38,87
658,0.52416,0.53498,6.12,38,87
659,0.52439,0.53498,6.12,38,87
660,0.52439,0.53292,6.13,38,87
661,0.52439,0.53086,6.14,38,87
662,0.52462,0.53086,6.14,38,87
663,0.52507,0.53086,6.15,38,87
664,0.52485,0.53292,6.16,38,87
665,0.52485,0.53292,6.16,38,87
666,0.52485,0.53292,6.17,38,87
667,0.52485,0.53498,6.18,38,87
668,0.52485,0.53292,6.18,38,87
669,0.52485,0.53086,6.19,38,87
670,0.52553,0.53086,6.19,38,87
671,0.52576,0.53086,6.2,38,87
672,0.52622,0.53292,6.21,38,87
673,0.52645,0.53292,6.22,38,87
674,0.52691,0.53292,6.23,38,87
675,0.52759,0.53292,6.24,38,87
676,0.52759,0.53292,6.24,38,87
677,0.52782,0.53292,6.25,38,87
678,0.52759,0.53292,6.26,38,87
679,0.52782,0.53292,6.26,38,87
680,0.52828,0.53292,6.27,38,87
681,0.52828,0.53498,6.28,38,87
682,0.52943,0.53498,6.29,38,87
683,0.52943,0.53292,6.3,38,87
684,0.52943,0.53292,6.31,38,87
685,0.5292,0.53292,6.32,38,87
686,0.52943,0.53086,6.32,38,87
687,0.52943,0.53086,6.33,38,87
688,0.53034,0.53292,6.34,38,87
689,0.53034,0.53292,6.35,38,87
690,0.53057,0.53292,6.35,38,87
691,0.53034,0.53292,6.36,38,87
692,0.53011,0.53498,6.37,38,87
693,0.53034,0.53498,6.38,38,87
694,0.53034,0.53292,6.39,38,87
695,0.52988,0.53292,6.4,38,87
696,0.52965,0.53292,6.41,38,87
