epoch,train_accuracy,validation_accuracy,time,band_1,band_2
2564,0.56171,0.58025,20.54,38,86
2565,0.56171,0.58025,20.55,38,86
2566,0.56171,0.58025,20.56,38,86
2567,0.56148,0.58025,20.57,38,86
2568,0.56171,0.58025,20.57,38,86
2569,0.56171,0.57819,20.58,38,86
2570,0.56125,0.58025,20.59,38,86
2571,0.56217,0.58025,20.6,38,86
2572,0.5624,0.58025,20.6,38,86
2573,0.56125,0.58025,20.61,38,86
2574,0.56263,0.57819,20.62,38,86
2575,0.56148,0.58025,20.63,38,86
2576,0.56194,0.57819,20.63,38,86
2577,0.56217,0.57819,20.64,38,86
2578,0.56217,0.58025,20.65,38,86
2579,0.56263,0.57819,20.65,38,86
2580,0.56217,0.58025,20.66,38,86
2581,0.56194,0.58025,20.67,38,86
2582,0.5624,0.57819,20.68,38,86
2583,0.56263,0.58025,20.68,38,86
2584,0.56286,0.57819,20.69,38,86
2585,0.5624,0.58025,20.7,38,86
2586,0.56263,0.58025,20.71,38,86
2587,0.56286,0.57819,20.71,38,86
2588,0.56217,0.58025,20.72,38,86
2589,0.5624,0.58025,20.73,38,86
2590,0.5624,0.58025,20.73,38,86
2591,0.56171,0.58025,20.74,38,86
2592,0.56217,0.58025,20.75,38,86
2593,0.56263,0.58025,20.75,38,86
2594,0.56217,0.58025,20.76,38,86
2595,0.56217,0.58025,20.77,38,86
2596,0.56194,0.5823,20.78,38,86
2597,0.5624,0.57819,20.79,38,86
2598,0.5624,0.57819,20.79,38,86
2599,0.56148,0.5823,20.8,38,86
2600,0.56217,0.57819,20.8,38,86
2601,0.56217,0.5823,20.81,38,86
2602,0.56263,0.57819,20.82,38,86
2603,0.56194,0.57819,20.83,38,86
2604,0.56171,0.5823,20.84,38,86
2605,0.56171,0.57819,20.85,38,86
2606,0.5624,0.58025,20.85,38,86
2607,0.5624,0.57819,20.86,38,86
2608,0.56217,0.58025,20.87,38,86
2609,0.56148,0.5823,20.88,38,86
2610,0.56171,0.57819,20.88,38,86
2611,0.56217,0.58025,20.89,38,86
2612,0.56217,0.57819,20.9,38,86
2613,0.56217,0.57819,20.9,38,86
2614,0.56171,0.5823,20.91,38,86
2615,0.56171,0.57819,20.92,38,86
2616,0.56217,0.57819,20.92,38,86
2617,0.56171,0.5823,20.93,38,86
2618,0.56217,0.57819,20.94,38,86
2619,0.56171,0.5823,20.94,38,86
2620,0.56217,0.5823,20.95,38,86
2621,0.56217,0.57819,20.96,38,86
2622,0.56148,0.5823,20.97,38,86
2623,0.56171,0.58025,20.97,38,86
2624,0.56194,0.57819,20.98,38,86
2625,0.56194,0.58025,20.99,38,86
2626,0.56217,0.57819,20.99,38,86
2627,0.56194,0.5823,21.0,38,86
2628,0.56171,0.58025,21.01,38,86
2629,0.56171,0.58025,21.02,38,86
2630,0.56148,0.58025,21.02,38,86
2631,0.56194,0.57819,21.03,38,86
2632,0.56148,0.58025,21.04,38,86
2633,0.56171,0.58025,21.04,38,86
2634,0.56194,0.58025,21.05,38,86
2635,0.56194,0.58025,21.06,38,86
2636,0.56171,0.58025,21.07,38,86
2637,0.5624,0.57819,21.08,38,86
2638,0.56217,0.58025,21.08,38,86
2639,0.56194,0.58025,21.09,38,86
2640,0.5624,0.57819,21.1,38,86
2641,0.56171,0.5823,21.11,38,86
2642,0.56263,0.58025,21.11,38,86
2643,0.56217,0.58025,21.12,38,86
2644,0.56217,0.5823,21.13,38,86
2645,0.5624,0.58025,21.13,38,86
2646,0.56217,0.58025,21.14,38,86
2647,0.5624,0.58436,21.14,38,86
2648,0.56217,0.57819,21.15,38,86
2649,0.5624,0.5823,21.16,38,86
2650,0.56194,0.5823,21.17,38,86
2651,0.56286,0.57819,21.18,38,86
2652,0.5624,0.58436,21.18,38,86
2653,0.5624,0.5823,21.19,38,86
2654,0.56286,0.5823,21.2,38,86
2655,0.5624,0.5823,21.2,38,86
2656,0.5624,0.5823,21.21,38,86
2657,0.5624,0.58436,21.22,38,86
2658,0.56286,0.5823,21.22,38,86
2659,0.56263,0.5823,21.23,38,86
2660,0.56263,0.5823,21.24,38,86
2661,0.5624,0.5823,21.24,38,86
2662,0.56217,0.58436,21.25,38,86
2663,0.56217,0.5823,21.26,38,86
2664,0.56263,0.58436,21.26,38,86
2665,0.56194,0.58436,21.27,38,86
2666,0.56217,0.5823,21.28,38,86
2667,0.56217,0.58436,21.28,38,86
2668,0.56217,0.5823,21.29,38,86
2669,0.56194,0.5823,21.3,38,86
2670,0.56171,0.58436,21.3,38,86
2671,0.5624,0.58436,21.31,38,86
2672,0.56148,0.58642,21.32,38,86
2673,0.56171,0.58642,21.32,38,86
2674,0.56148,0.58436,21.33,38,86
2675,0.5608,0.58436,21.34,38,86
2676,0.56125,0.5823,21.34,38,86
2677,0.56148,0.5823,21.35,38,86
2678,0.56103,0.5823,21.36,38,86
2679,0.56194,0.5823,21.36,38,86
2680,0.5608,0.5823,21.37,38,86
2681,0.56148,0.5823,21.38,38,86
2682,0.56125,0.58025,21.38,38,86
2683,0.56148,0.5823,21.39,38,86
2684,0.56194,0.5823,21.4,38,86
2685,0.56171,0.5823,21.4,38,86
2686,0.56125,0.5823,21.41,38,86
2687,0.56194,0.5823,21.42,38,86
2688,0.56217,0.5823,21.42,38,86
2689,0.5608,0.5823,21.43,38,86
2690,0.56125,0.5823,21.44,38,86
2691,0.56057,0.5823,21.44,38,86
2692,0.5608,0.5823,21.45,38,86
2693,0.56011,0.5823,21.46,38,86
2694,0.56171,0.5823,21.46,38,86
2695,0.56103,0.5823,21.47,38,86
2696,0.56217,0.5823,21.48,38,86
2697,0.56194,0.58025,21.48,38,86
2698,0.56125,0.58025,21.49,38,86
2699,0.56194,0.58025,21.5,38,86
2700,0.56194,0.58025,21.5,38,86
2701,0.56148,0.5823,21.51,38,86
2702,0.56171,0.58436,21.52,38,86
2703,0.56171,0.5823,21.52,38,86
2704,0.56194,0.58025,21.53,38,86
2705,0.5624,0.5823,21.54,38,86
2706,0.56171,0.58025,21.54,38,86
2707,0.56217,0.58025,21.55,38,86
2708,0.56217,0.58025,21.56,38,86
2709,0.56171,0.58025,21.56,38,86
2710,0.5624,0.57819,21.57,38,86
2711,0.56171,0.58025,21.58,38,86
2712,0.5624,0.58025,21.58,38,86
2713,0.56217,0.58025,21.59,38,86
2714,0.56217,0.5823,21.6,38,86
2715,0.56148,0.58025,21.6,38,86
2716,0.56194,0.58025,21.61,38,86
2717,0.56171,0.58025,21.62,38,86
2718,0.56194,0.57819,21.62,38,86
2719,0.5624,0.57819,21.63,38,86
2720,0.56171,0.57819,21.64,38,86
2721,0.5624,0.57819,21.64,38,86
2722,0.56194,0.57819,21.65,38,86
2723,0.56171,0.57819,21.65,38,86
2724,0.56125,0.57819,21.66,38,86
2725,0.5608,0.58025,21.67,38,86
2726,0.5608,0.57819,21.67,38,86
2727,0.56125,0.57819,21.68,38,86
2728,0.56125,0.57819,21.69,38,86
2729,0.56103,0.57819,21.69,38,86
2730,0.56057,0.57819,21.7,38,86
2731,0.56103,0.57819,21.71,38,86
2732,0.56125,0.57819,21.71,38,86
2733,0.5608,0.58025,21.72,38,86
2734,0.56103,0.58025,21.73,38,86
2735,0.56125,0.58025,21.73,38,86
2736,0.56057,0.58025,21.74,38,86
2737,0.56011,0.58025,21.75,38,86
2738,0.56125,0.58025,21.75,38,86
2739,0.56125,0.58025,21.76,38,86
2740,0.56103,0.58025,21.77,38,86
2741,0.5608,0.58025,21.77,38,86
2742,0.56171,0.58025,21.78,38,86
2743,0.5608,0.58025,21.79,38,86
2744,0.5608,0.58025,21.79,38,86
2745,0.56125,0.58025,21.8,38,86
2746,0.56148,0.58025,21.81,38,86
2747,0.5608,0.58025,21.81,38,86
2748,0.56103,0.58025,21.82,38,86
2749,0.56057,0.58025,21.83,38,86
2750,0.5608,0.58025,21.84,38,86
2751,0.56103,0.58025,21.84,38,86
2752,0.56103,0.58025,21.85,38,86
2753,0.56103,0.58025,21.86,38,86
2754,0.56103,0.58025,21.86,38,86
2755,0.5608,0.58025,21.87,38,86
2756,0.56103,0.58025,21.88,38,86
2757,0.56103,0.5823,21.89,38,86
2758,0.56034,0.58025,21.89,38,86
2759,0.5608,0.58025,21.9,38,86
2760,0.55965,0.5823,21.91,38,86
2761,0.56103,0.58025,21.91,38,86
2762,0.56171,0.5823,21.92,38,86
2763,0.56103,0.58025,21.93,38,86
2764,0.5608,0.58025,21.93,38,86
2765,0.55942,0.5823,21.94,38,86
2766,0.5608,0.58025,21.95,38,86
2767,0.56057,0.58025,21.95,38,86
2768,0.55942,0.5823,21.96,38,86
2769,0.56057,0.58025,21.97,38,86
2770,0.56103,0.58025,21.98,38,86
2771,0.56057,0.58025,21.98,38,86
2772,0.56057,0.58025,21.99,38,86
2773,0.56034,0.5823,22.0,38,86
2774,0.55988,0.58025,22.0,38,86
2775,0.56057,0.58025,22.01,38,86
2776,0.5608,0.5823,22.02,38,86
2777,0.56011,0.58025,22.03,38,86
2778,0.55988,0.58025,22.03,38,86
2779,0.55919,0.5823,22.04,38,86
2780,0.55988,0.58025,22.05,38,86
2781,0.55988,0.5823,22.05,38,86
2782,0.56011,0.5823,22.06,38,86
2783,0.55988,0.5823,22.07,38,86
2784,0.55988,0.5823,22.07,38,86
2785,0.56034,0.5823,22.08,38,86
2786,0.55988,0.5823,22.09,38,86
2787,0.55965,0.5823,22.1,38,86
2788,0.55988,0.5823,22.1,38,86
2789,0.56011,0.5823,22.11,38,86
2790,0.55942,0.5823,22.12,38,86
2791,0.55942,0.5823,22.12,38,86
2792,0.55919,0.5823,22.13,38,86
2793,0.55919,0.5823,22.14,38,86
2794,0.55896,0.5823,22.15,38,86
2795,0.55896,0.5823,22.15,38,86
2796,0.55919,0.5823,22.16,38,86
2797,0.55942,0.5823,22.17,38,86
2798,0.55896,0.5823,22.17,38,86
2799,0.55828,0.5823,22.18,38,86
2800,0.55919,0.5823,22.19,38,86
2801,0.55988,0.5823,22.2,38,86
2802,0.55919,0.5823,22.2,38,86
2803,0.55965,0.5823,22.21,38,86
2804,0.55896,0.5823,22.22,38,86
2805,0.55896,0.58025,22.23,38,86
2806,0.56034,0.5823,22.23,38,86
2807,0.55965,0.5823,22.24,38,86
2808,0.55896,0.5823,22.25,38,86
2809,0.55874,0.5823,22.25,38,86
2810,0.55828,0.5823,22.26,38,86
2811,0.55919,0.5823,22.27,38,86
2812,0.55851,0.5823,22.28,38,86
2813,0.55919,0.5823,22.28,38,86
2814,0.55896,0.5823,22.29,38,86
2815,0.55896,0.5823,22.3,38,86
2816,0.55919,0.5823,22.3,38,86
2817,0.55874,0.5823,22.31,38,86
2818,0.55805,0.5823,22.32,38,86
2819,0.55919,0.5823,22.32,38,86
2820,0.55942,0.58025,22.33,38,86
2821,0.55874,0.58025,22.34,38,86
2822,0.55828,0.5823,22.35,38,86
2823,0.55965,0.5823,22.35,38,86
2824,0.55851,0.5823,22.36,38,86
2825,0.55874,0.58025,22.37,38,86
2826,0.55851,0.58025,22.37,38,86
2827,0.55965,0.5823,22.38,38,86
2828,0.55919,0.5823,22.39,38,86
2829,0.55828,0.5823,22.4,38,86
2830,0.55851,0.58025,22.4,38,86
2831,0.55851,0.5823,22.41,38,86
2832,0.55874,0.5823,22.42,38,86
2833,0.55851,0.5823,22.43,38,86
2834,0.55805,0.5823,22.44,38,86
2835,0.55828,0.58025,22.45,38,86
2836,0.55874,0.58025,22.46,38,86
2837,0.55805,0.5823,22.48,38,86
2838,0.55805,0.5823,22.49,38,86
2839,0.55805,0.5823,22.5,38,86
2840,0.55805,0.58025,22.51,38,86
2841,0.55805,0.58025,22.52,38,86
2842,0.55782,0.5823,22.53,38,86
2843,0.55805,0.5823,22.54,38,86
2844,0.55828,0.58025,22.56,38,86
2845,0.55828,0.58025,22.57,38,86
2846,0.55805,0.5823,22.58,38,86
2847,0.55805,0.5823,22.59,38,86
2848,0.55851,0.58025,22.59,38,86
2849,0.55851,0.58025,22.6,38,86
2850,0.55805,0.5823,22.61,38,86
2851,0.55805,0.5823,22.62,38,86
2852,0.55828,0.58025,22.63,38,86
2853,0.55828,0.58025,22.64,38,86
2854,0.55805,0.58025,22.65,38,86
2855,0.55828,0.5823,22.66,38,86
2856,0.55828,0.5823,22.67,38,86
2857,0.55828,0.58025,22.68,38,86
2858,0.55851,0.58025,22.68,38,86
2859,0.55805,0.5823,22.69,38,86
2860,0.55805,0.5823,22.7,38,86
2861,0.55851,0.5823,22.71,38,86
2862,0.55805,0.58025,22.72,38,86
2863,0.55828,0.58025,22.73,38,86
2864,0.55782,0.5823,22.74,38,86
2865,0.55782,0.5823,22.75,38,86
2866,0.55782,0.5823,22.76,38,86
2867,0.55828,0.58025,22.77,38,86
2868,0.55851,0.58025,22.78,38,86
2869,0.55782,0.58025,22.79,38,86
2870,0.55759,0.5823,22.8,38,86
2871,0.55782,0.5823,22.81,38,86
2872,0.55851,0.58025,22.82,38,86
2873,0.55759,0.58025,22.83,38,86
2874,0.55759,0.5823,22.84,38,86
2875,0.55805,0.5823,22.85,38,86
2876,0.55759,0.5823,22.86,38,86
2877,0.55782,0.58025,22.87,38,86
2878,0.55782,0.58025,22.88,38,86
2879,0.55782,0.58025,22.88,38,86
2880,0.55828,0.58025,22.89,38,86
2881,0.55736,0.5823,22.9,38,86
2882,0.55828,0.58025,22.91,38,86
2883,0.55805,0.58025,22.92,38,86
2884,0.55805,0.58025,22.93,38,86
2885,0.55759,0.5823,22.93,38,86
2886,0.55759,0.5823,22.94,38,86
2887,0.55805,0.58025,22.95,38,86
2888,0.55828,0.58025,22.96,38,86
2889,0.55759,0.5823,22.97,38,86
2890,0.5569,0.58025,22.97,38,86
2891,0.55828,0.58025,22.98,38,86
2892,0.55828,0.58025,22.99,38,86
2893,0.55782,0.58025,23.0,38,86
2894,0.55759,0.5823,23.0,38,86
2895,0.55782,0.5823,23.01,38,86
2896,0.55919,0.58025,23.02,38,86
2897,0.55805,0.58025,23.02,38,86
2898,0.55782,0.58025,23.03,38,86
2899,0.55782,0.58025,23.04,38,86
2900,0.55782,0.58025,23.05,38,86
2901,0.55828,0.58025,23.06,38,86
2902,0.55782,0.58025,23.06,38,86
2903,0.55828,0.58025,23.07,38,86
2904,0.55851,0.58025,23.08,38,86
2905,0.55828,0.58025,23.09,38,86
2906,0.55805,0.58025,23.1,38,86
2907,0.55874,0.58025,23.1,38,86
2908,0.55828,0.58025,23.11,38,86
2909,0.55851,0.58025,23.12,38,86
2910,0.55896,0.58025,23.12,38,86
2911,0.55828,0.58025,23.13,38,86
2912,0.55851,0.58025,23.14,38,86
2913,0.55851,0.58025,23.14,38,86
2914,0.55851,0.5823,23.15,38,86
2915,0.55896,0.58025,23.16,38,86
2916,0.55874,0.5823,23.17,38,86
2917,0.55896,0.58436,23.18,38,86
2918,0.55896,0.5823,23.18,38,86
2919,0.55988,0.5823,23.19,38,86
2920,0.55965,0.58025,23.2,38,86
2921,0.55896,0.58025,23.2,38,86
2922,0.55805,0.58025,23.21,38,86
2923,0.55828,0.58025,23.22,38,86
2924,0.55896,0.58025,23.23,38,86
2925,0.55919,0.5823,23.23,38,86
2926,0.55919,0.58025,23.24,38,86
2927,0.55851,0.58025,23.25,38,86
2928,0.55828,0.58025,23.26,38,86
2929,0.55919,0.58025,23.26,38,86
2930,0.55919,0.58025,23.27,38,86
2931,0.55919,0.58025,23.28,38,86
2932,0.55896,0.58025,23.29,38,86
2933,0.55874,0.58025,23.29,38,86
2934,0.55919,0.58025,23.3,38,86
2935,0.55919,0.58025,23.31,38,86
2936,0.55919,0.58025,23.31,38,86
2937,0.55919,0.58025,23.32,38,86
2938,0.55942,0.58025,23.32,38,86
2939,0.55874,0.58025,23.33,38,86
2940,0.55919,0.58025,23.34,38,86
2941,0.55896,0.58025,23.35,38,86
2942,0.55896,0.58025,23.36,38,86
2943,0.55919,0.58025,23.36,38,86
2944,0.55896,0.58025,23.37,38,86
2945,0.55851,0.58025,23.38,38,86
2946,0.55851,0.58025,23.38,38,86
2947,0.55919,0.58025,23.39,38,86
2948,0.55919,0.58025,23.4,38,86
2949,0.55919,0.58025,23.4,38,86
2950,0.55919,0.58025,23.41,38,86
2951,0.55919,0.58025,23.42,38,86
2952,0.55919,0.58025,23.43,38,86
2953,0.55919,0.58025,23.43,38,86
2954,0.55919,0.58025,23.44,38,86
2955,0.55896,0.58025,23.45,38,86
2956,0.55919,0.58025,23.45,38,86
2957,0.55919,0.58025,23.46,38,86
2958,0.55919,0.58025,23.47,38,86
2959,0.55874,0.58025,23.48,38,86
2960,0.55896,0.58025,23.48,38,86
2961,0.55942,0.58025,23.49,38,86
2962,0.55874,0.58025,23.5,38,86
2963,0.55919,0.58025,23.5,38,86
2964,0.55919,0.58025,23.51,38,86
2965,0.55919,0.58025,23.51,38,86
2966,0.55942,0.58025,23.52,38,86
2967,0.55919,0.58025,23.53,38,86
2968,0.55919,0.58025,23.53,38,86
2969,0.55896,0.58025,23.54,38,86
2970,0.55919,0.58025,23.55,38,86
2971,0.55942,0.5823,23.55,38,86
2972,0.55942,0.58025,23.56,38,86
2973,0.55919,0.58025,23.57,38,86
2974,0.55942,0.58025,23.57,38,86
2975,0.55942,0.58025,23.58,38,86
2976,0.55942,0.58025,23.59,38,86
2977,0.55942,0.58025,23.59,38,86
2978,0.55919,0.58025,23.6,38,86
2979,0.55919,0.58025,23.61,38,86
2980,0.55874,0.58025,23.61,38,86
2981,0.55896,0.58025,23.62,38,86
2982,0.55919,0.58025,23.63,38,86
2983,0.55896,0.58025,23.63,38,86
2984,0.55919,0.58025,23.64,38,86
2985,0.55919,0.58025,23.65,38,86
2986,0.55896,0.58025,23.65,38,86
2987,0.55919,0.58025,23.66,38,86
2988,0.55896,0.58025,23.67,38,86
2989,0.55919,0.58025,23.67,38,86
2990,0.55942,0.58025,23.68,38,86
2991,0.55919,0.58025,23.69,38,86
2992,0.55919,0.58025,23.69,38,86
2993,0.55965,0.58025,23.7,38,86
2994,0.55965,0.58025,23.71,38,86
2995,0.55965,0.58025,23.71,38,86
2996,0.55896,0.58025,23.72,38,86
2997,0.55965,0.58025,23.73,38,86
2998,0.55988,0.58025,23.74,38,86
2999,0.55942,0.58025,23.74,38,86
3000,0.55919,0.58025,23.75,38,86
3001,0.55965,0.58025,23.76,38,86
3002,0.55942,0.58025,23.76,38,86
3003,0.55988,0.58025,23.77,38,86
3004,0.55965,0.58025,23.78,38,86
3005,0.55942,0.58025,23.78,38,86
3006,0.55988,0.58025,23.79,38,86
3007,0.55988,0.58025,23.79,38,86
3008,0.55942,0.58025,23.8,38,86
3009,0.55919,0.58025,23.81,38,86
3010,0.55919,0.58025,23.82,38,86
3011,0.55942,0.58025,23.82,38,86
3012,0.55965,0.58025,23.83,38,86
3013,0.55965,0.58025,23.84,38,86
3014,0.55965,0.58025,23.84,38,86
3015,0.55942,0.58025,23.85,38,86
3016,0.55942,0.58025,23.85,38,86
3017,0.55942,0.58025,23.86,38,86
3018,0.55942,0.58025,23.87,38,86
3019,0.55896,0.58025,23.87,38,86
3020,0.55919,0.58025,23.88,38,86
3021,0.55942,0.58025,23.89,38,86
3022,0.55896,0.58025,23.89,38,86
3023,0.55896,0.58025,23.9,38,86
3024,0.55919,0.58025,23.91,38,86
3025,0.55942,0.58025,23.91,38,86
3026,0.55942,0.58025,23.92,38,86
3027,0.55851,0.58025,23.93,38,86
3028,0.55919,0.58025,23.93,38,86
3029,0.55851,0.58025,23.94,38,86
3030,0.55896,0.58025,23.95,38,86
3031,0.55782,0.58025,23.95,38,86
3032,0.55919,0.58025,23.96,38,86
3033,0.55919,0.58025,23.97,38,86
3034,0.55828,0.58025,23.97,38,86
3035,0.55874,0.5823,23.98,38,86
3036,0.55919,0.5823,23.99,38,86
3037,0.55874,0.58025,23.99,38,86
3038,0.55782,0.58025,24.0,38,86
3039,0.55874,0.58025,24.01,38,86
3040,0.55919,0.58025,24.01,38,86
3041,0.55851,0.5823,24.02,38,86
3042,0.55782,0.58436,24.03,38,86
3043,0.55942,0.58436,24.03,38,86
3044,0.55988,0.58436,24.04,38,86
3045,0.55919,0.58436,24.05,38,86
3046,0.55896,0.58436,24.05,38,86
3047,0.55942,0.58436,24.06,38,86
3048,0.55942,0.58436,24.07,38,86
3049,0.55965,0.58436,24.07,38,86
3050,0.55874,0.58436,24.08,38,86
3051,0.55965,0.58436,24.08,38,86
3052,0.55988,0.58436,24.09,38,86
3053,0.55942,0.58436,24.1,38,86
3054,0.55919,0.58436,24.1,38,86
3055,0.55919,0.58436,24.11,38,86
3056,0.55942,0.58436,24.12,38,86
3057,0.55942,0.58436,24.12,38,86
3058,0.55896,0.58436,24.13,38,86
3059,0.55896,0.58436,24.14,38,86
3060,0.55942,0.58436,24.14,38,86
3061,0.55919,0.58436,24.15,38,86
3062,0.55965,0.58436,24.16,38,86
3063,0.55874,0.58436,24.16,38,86
3064,0.55896,0.58436,24.17,38,86
3065,0.55965,0.58436,24.18,38,86
3066,0.55988,0.58436,24.18,38,86
3067,0.55942,0.58436,24.19,38,86
3068,0.55851,0.58436,24.2,38,86
3069,0.55851,0.58436,24.2,38,86
3070,0.55851,0.58436,24.21,38,86
3071,0.55874,0.58436,24.22,38,86
3072,0.55896,0.58436,24.22,38,86
3073,0.55942,0.58436,24.23,38,86
3074,0.55942,0.58436,24.24,38,86
3075,0.55942,0.58436,24.24,38,86
3076,0.55896,0.58436,24.25,38,86
3077,0.55851,0.58436,24.26,38,86
3078,0.55919,0.58436,24.26,38,86
3079,0.55988,0.58436,24.27,38,86
3080,0.55919,0.58436,24.28,38,86
3081,0.55896,0.58436,24.28,38,86
3082,0.55896,0.58436,24.29,38,86
3083,0.55896,0.58436,24.3,38,86
3084,0.55828,0.58436,24.3,38,86
3085,0.55851,0.58436,24.31,38,86
3086,0.55851,0.58436,24.32,38,86
3087,0.55896,0.58436,24.32,38,86
3088,0.55782,0.58436,24.33,38,86
3089,0.55828,0.58436,24.34,38,86
3090,0.55874,0.58436,24.34,38,86
3091,0.55828,0.58436,24.35,38,86
3092,0.55896,0.58436,24.36,38,86
3093,0.55828,0.58436,24.36,38,86
3094,0.55942,0.58436,24.37,38,86
3095,0.55988,0.58436,24.38,38,86
3096,0.55851,0.58436,24.38,38,86
3097,0.55942,0.58436,24.39,38,86
3098,0.55942,0.58436,24.39,38,86
3099,0.55965,0.58436,24.4,38,86
3100,0.55942,0.58436,24.41,38,86
3101,0.55896,0.58436,24.42,38,86
3102,0.56011,0.58436,24.42,38,86
3103,0.55965,0.58436,24.43,38,86
3104,0.55919,0.58642,24.44,38,86
3105,0.55965,0.58642,24.44,38,86
3106,0.55988,0.58642,24.45,38,86
3107,0.56011,0.58642,24.45,38,86
3108,0.55919,0.58642,24.46,38,86
3109,0.55919,0.58642,24.47,38,86
3110,0.56034,0.58642,24.47,38,86
3111,0.55988,0.58642,24.48,38,86
3112,0.55942,0.58642,24.49,38,86
3113,0.55942,0.58642,24.5,38,86
3114,0.55942,0.58642,24.5,38,86
3115,0.55965,0.58642,24.51,38,86
3116,0.55919,0.58642,24.52,38,86
3117,0.55919,0.58642,24.52,38,86
3118,0.55965,0.58642,24.53,38,86
3119,0.55965,0.58642,24.54,38,86
3120,0.55919,0.58642,24.54,38,86
3121,0.55965,0.58642,24.55,38,86
3122,0.55988,0.58642,24.56,38,86
3123,0.55896,0.58642,24.56,38,86
3124,0.55919,0.58642,24.57,38,86
3125,0.55851,0.58642,24.58,38,86
3126,0.55874,0.58642,24.59,38,86
3127,0.55896,0.58642,24.59,38,86
3128,0.55874,0.58642,24.6,38,86
3129,0.55942,0.58642,24.61,38,86
3130,0.55919,0.58642,24.62,38,86
3131,0.55874,0.58642,24.62,38,86
3132,0.55874,0.58642,24.63,38,86
3133,0.55851,0.58642,24.64,38,86
3134,0.55942,0.58642,24.64,38,86
3135,0.55874,0.58436,24.65,38,86
3136,0.55874,0.58436,24.66,38,86
3137,0.55851,0.58436,24.67,38,86
3138,0.55805,0.58436,24.67,38,86
3139,0.55874,0.58436,24.68,38,86
3140,0.55851,0.5823,24.69,38,86
3141,0.55828,0.5823,24.69,38,86
3142,0.55828,0.58436,24.7,38,86
3143,0.55828,0.5823,24.71,38,86
3144,0.55805,0.5823,24.71,38,86
3145,0.55851,0.5823,24.72,38,86
3146,0.55805,0.5823,24.73,38,86
3147,0.55828,0.5823,24.73,38,86
3148,0.55805,0.5823,24.74,38,86
3149,0.5569,0.5823,24.75,38,86
3150,0.55782,0.5823,24.76,38,86
3151,0.55782,0.5823,24.76,38,86
3152,0.55782,0.5823,24.77,38,86
3153,0.55805,0.5823,24.78,38,86
3154,0.55759,0.5823,24.78,38,86
3155,0.55828,0.5823,24.79,38,86
3156,0.55759,0.5823,24.8,38,86
3157,0.55782,0.5823,24.8,38,86
3158,0.55782,0.5823,24.81,38,86
3159,0.55782,0.5823,24.82,38,86
3160,0.55759,0.5823,24.83,38,86
3161,0.55782,0.5823,24.83,38,86
3162,0.55874,0.5823,24.84,38,86
3163,0.55828,0.58436,24.85,38,86
3164,0.55782,0.58436,24.85,38,86
3165,0.55805,0.58642,24.86,38,86
3166,0.55736,0.58642,24.87,38,86
3167,0.55759,0.58642,24.87,38,86
3168,0.5569,0.58642,24.88,38,86
3169,0.55805,0.58642,24.89,38,86
3170,0.55805,0.58642,24.9,38,86
3171,0.55896,0.58642,24.9,38,86
3172,0.55874,0.58642,24.91,38,86
3173,0.55896,0.58436,24.92,38,86
3174,0.55851,0.58642,24.92,38,86
3175,0.55942,0.58642,24.93,38,86
3176,0.55896,0.58436,24.94,38,86
3177,0.55942,0.58436,24.94,38,86
3178,0.55942,0.58436,24.95,38,86
3179,0.56011,0.58642,24.96,38,86
3180,0.55988,0.58642,24.96,38,86
3181,0.55919,0.58642,24.97,38,86
3182,0.55965,0.58436,24.98,38,86
3183,0.55942,0.58436,24.98,38,86
3184,0.55988,0.58642,24.99,38,86
3185,0.55965,0.58436,25.0,38,86
3186,0.55919,0.58642,25.0,38,86
3187,0.55965,0.58642,25.01,38,86
3188,0.55988,0.58642,25.02,38,86
3189,0.55942,0.58436,25.03,38,86
3190,0.55988,0.58436,25.04,38,86
3191,0.55919,0.58436,25.04,38,86
3192,0.55942,0.58436,25.05,38,86
3193,0.55919,0.58642,25.06,38,86
3194,0.55942,0.58642,25.06,38,86
3195,0.55965,0.58642,25.07,38,86
3196,0.55988,0.58642,25.08,38,86
3197,0.55942,0.58642,25.09,38,86
3198,0.55942,0.58642,25.1,38,86
3199,0.55851,0.58642,25.1,38,86
3200,0.55896,0.58642,25.11,38,86
3201,0.55919,0.58642,25.12,38,86
3202,0.55874,0.58642,25.12,38,86
3203,0.55919,0.58642,25.13,38,86
3204,0.55919,0.58642,25.14,38,86
3205,0.55919,0.58642,25.14,38,86
3206,0.55942,0.58642,25.15,38,86
3207,0.55874,0.58436,25.16,38,86
3208,0.55896,0.58642,25.17,38,86
3209,0.55851,0.58642,25.17,38,86
3210,0.55896,0.58642,25.18,38,86
3211,0.55919,0.58642,25.19,38,86
3212,0.55942,0.58642,25.19,38,86
3213,0.55874,0.58848,25.2,38,86
3214,0.55874,0.58848,25.21,38,86
3215,0.55896,0.58642,25.21,38,86
3216,0.55942,0.58642,25.22,38,86
3217,0.55896,0.58642,25.23,38,86
3218,0.55919,0.58436,25.23,38,86
3219,0.55942,0.58436,25.24,38,86
3220,0.55965,0.58642,25.25,38,86
3221,0.55942,0.58642,25.25,38,86
3222,0.55919,0.58642,25.26,38,86
3223,0.55919,0.58436,25.27,38,86
3224,0.55896,0.58848,25.27,38,86
3225,0.55874,0.58848,25.28,38,86
3226,0.55919,0.58642,25.29,38,86
3227,0.55896,0.58642,25.3,38,86
3228,0.55965,0.58642,25.3,38,86
