epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
34,0.29379,0.30041,1.12,12,24,36,48,59,70,84,94,106,118
35,0.29379,0.30041,1.14,12,24,36,48,59,70,84,94,106,118
36,0.29379,0.30041,1.18,12,24,36,48,59,70,84,94,106,118
37,0.29379,0.30041,1.22,12,25,36,48,59,70,84,94,106,118
38,0.29379,0.30041,1.25,12,25,36,48,59,70,84,94,106,118
39,0.29379,0.30041,1.28,12,25,36,48,59,70,84,94,106,118
40,0.29379,0.30041,1.32,12,25,36,48,59,70,84,94,106,118
41,0.29379,0.30041,1.35,12,25,36,48,59,70,84,94,106,118
42,0.29379,0.30041,1.38,12,25,36,48,59,70,84,93,106,118
43,0.29379,0.30041,1.4,12,25,36,47,59,70,84,93,106,119
44,0.29379,0.30041,1.43,12,25,36,47,59,70,84,93,106,119
45,0.29379,0.30041,1.46,12,25,36,47,59,70,84,93,106,119
46,0.29379,0.30041,1.49,12,25,36,47,59,70,84,93,106,119
47,0.29379,0.30041,1.53,12,25,36,47,59,70,84,93,106,119
48,0.29425,0.30041,1.56,12,25,36,47,59,70,84,93,106,119
49,0.29311,0.30041,1.59,12,25,37,47,59,71,84,93,106,119
50,0.29196,0.29835,1.61,13,25,37,47,59,71,84,93,106,119
51,0.2899,0.29835,1.64,13,25,37,47,59,71,84,93,106,119
52,0.28532,0.28189,1.67,13,25,37,47,59,71,84,93,106,119
53,0.28418,0.29218,1.69,13,25,37,47,59,71,84,93,106,119
54,0.29059,0.30453,1.72,13,25,37,47,59,71,84,93,106,119
55,0.29815,0.31687,1.75,13,25,37,47,59,71,84,93,106,119
56,0.30204,0.31893,1.78,13,25,37,47,59,71,84,93,106,119
57,0.30639,0.3251,1.8,13,25,37,47,59,71,84,93,106,119
58,0.30524,0.32716,1.83,13,25,37,47,59,71,84,93,106,119
59,0.30341,0.3251,1.86,13,25,37,47,59,71,84,93,106,119
60,0.29906,0.30453,1.89,13,25,37,47,59,71,84,93,106,119
61,0.28944,0.29424,1.91,13,25,37,47,59,71,84,93,106,119
62,0.28601,0.27572,1.94,13,25,37,47,59,71,84,93,106,119
63,0.29494,0.27984,1.97,13,25,37,47,59,71,84,93,106,119
64,0.30318,0.29835,1.99,13,25,37,47,59,71,85,93,106,119
65,0.3112,0.30864,2.01,13,25,37,47,59,71,85,93,106,119
66,0.31166,0.30453,2.03,13,25,37,47,59,71,85,93,106,119
67,0.30822,0.3107,2.05,13,25,37,47,59,71,85,93,106,119
68,0.30364,0.2963,2.08,13,25,37,47,59,71,85,93,106,119
69,0.30318,0.28807,2.11,13,25,37,47,59,72,85,93,106,119
70,0.30227,0.28189,2.13,13,25,37,47,59,72,85,93,106,119
71,0.29975,0.26749,2.15,13,25,37,47,59,72,85,93,106,119
72,0.30524,0.27366,2.18,13,25,37,47,59,72,85,93,106,119
73,0.3144,0.28189,2.22,13,25,37,47,59,72,85,93,106,119
74,0.32356,0.29012,2.24,13,25,38,47,59,72,85,93,106,119
75,0.33455,0.29835,2.27,13,25,38,47,59,72,85,93,106,119
76,0.34257,0.30864,2.29,13,25,38,47,59,72,85,93,106,119
77,0.34761,0.31687,2.31,13,25,38,47,59,72,85,93,106,119
78,0.35219,0.32716,2.33,13,25,38,47,59,72,85,93,106,119
79,0.357,0.33128,2.36,13,25,38,47,59,72,85,93,106,119
80,0.36203,0.33951,2.39,13,25,38,47,59,72,85,93,106,119
81,0.36387,0.34568,2.43,13,25,38,47,59,72,85,93,106,119
82,0.36638,0.34774,2.46,13,25,38,47,59,72,85,93,106,119
83,0.36822,0.34774,2.5,13,25,38,47,59,72,85,93,106,119
84,0.36959,0.34774,2.53,13,25,38,47,59,72,85,93,106,119
85,0.37005,0.34979,2.55,13,25,38,47,59,72,85,93,106,119
86,0.37028,0.34979,2.58,13,25,38,47,59,72,85,93,106,119
87,0.36982,0.34979,2.6,13,25,38,47,59,72,85,93,106,119
88,0.36913,0.34979,2.63,13,25,38,47,59,72,85,92,106,119
89,0.36799,0.34774,2.67,13,25,38,47,59,72,85,92,106,119
90,0.36707,0.34774,2.7,13,25,38,47,59,72,85,92,106,119
91,0.3657,0.34568,2.72,13,25,38,47,59,72,85,92,106,119
92,0.36455,0.34156,2.74,13,25,38,47,59,72,85,92,106,119
93,0.36295,0.34156,2.77,13,25,38,47,59,72,85,92,106,119
94,0.36066,0.33951,2.8,13,25,38,47,59,72,85,92,106,119
95,0.35951,0.33539,2.83,13,25,38,47,59,72,85,92,106,119
96,0.35837,0.33128,2.86,13,24,38,47,59,72,85,92,106,119
97,0.35608,0.33128,2.89,13,24,38,47,59,72,85,92,106,119
98,0.35425,0.32716,2.92,13,24,38,47,59,72,85,92,106,119
99,0.35379,0.32716,2.95,13,24,38,47,59,72,85,92,106,119
100,0.35333,0.3251,2.97,13,24,38,47,59,72,85,92,106,119
101,0.35173,0.32099,3.0,13,24,38,47,59,72,85,92,106,119
102,0.35058,0.31481,3.03,14,24,38,47,59,72,85,92,106,119
103,0.3499,0.31276,3.05,14,24,38,47,59,72,85,92,106,119
104,0.34875,0.31276,3.08,14,24,38,47,59,72,85,92,106,119
105,0.34829,0.31276,3.1,14,24,38,47,59,72,85,92,106,119
106,0.34738,0.31276,3.12,14,24,38,47,59,72,85,92,106,119
107,0.34715,0.3107,3.15,14,24,38,47,59,72,85,92,106,119
108,0.34669,0.3107,3.17,14,24,38,47,59,72,85,92,106,119
109,0.34578,0.3107,3.2,14,24,38,47,59,72,85,92,106,119
110,0.34532,0.3107,3.23,14,24,38,47,59,72,85,92,106,119
111,0.34555,0.3107,3.27,14,24,38,47,59,72,85,92,106,119
112,0.34532,0.3107,3.3,14,24,38,47,59,72,85,92,106,119
113,0.34509,0.30864,3.33,14,24,38,47,59,72,85,92,106,119
114,0.34509,0.3107,3.38,14,24,38,47,60,72,85,92,106,119
115,0.34394,0.30864,3.41,14,24,38,47,60,72,85,92,106,119
116,0.34394,0.30864,3.43,14,24,38,47,60,72,85,92,106,119
117,0.34371,0.30864,3.46,14,24,38,47,60,72,85,92,106,119
118,0.34394,0.30864,3.48,14,24,38,47,60,72,85,92,106,119
119,0.34394,0.30864,3.51,14,24,38,47,60,72,85,92,106,119
120,0.3444,0.30864,3.53,14,24,38,47,60,72,85,92,106,119
121,0.34486,0.30864,3.55,14,24,38,47,60,72,85,92,106,119
122,0.34509,0.30864,3.58,14,24,38,47,60,72,85,92,106,119
123,0.34555,0.30864,3.6,14,24,38,47,60,72,85,92,106,119
124,0.346,0.30864,3.63,14,24,38,47,60,72,85,92,106,119
125,0.346,0.3107,3.65,14,24,38,47,60,72,85,92,106,119
126,0.34509,0.30864,3.67,14,24,38,47,60,72,85,92,106,119
127,0.34623,0.30864,3.69,14,24,38,47,60,72,85,92,106,119
128,0.35081,0.3107,3.72,14,24,38,47,60,72,85,92,106,119
129,0.35516,0.31893,3.74,14,24,38,47,60,72,85,92,106,120
130,0.36135,0.33128,3.76,14,24,38,47,60,72,85,92,106,120
131,0.37005,0.33539,3.79,14,24,38,47,61,72,85,92,106,120
132,0.37577,0.33539,3.82,14,24,38,47,61,72,85,92,106,120
133,0.38058,0.33333,3.84,14,24,38,47,61,72,85,92,106,120
134,0.38333,0.33745,3.86,14,24,38,47,61,72,85,92,106,120
135,0.38905,0.33951,3.88,14,24,38,47,61,72,85,92,106,120
136,0.39341,0.33951,3.9,14,24,38,47,61,72,85,92,106,120
137,0.39798,0.34774,3.92,14,24,38,47,61,72,85,92,106,120
138,0.40188,0.35391,3.96,14,24,38,47,61,72,85,92,106,120
139,0.40485,0.35802,4.0,14,24,38,47,61,72,85,92,106,120
140,0.40669,0.36831,4.02,14,24,38,47,61,72,85,92,106,120
141,0.40989,0.37449,4.05,14,24,38,47,61,72,85,92,106,120
142,0.41241,0.37654,4.07,14,24,38,47,61,72,85,92,106,120
143,0.41493,0.38477,4.1,14,24,38,47,62,72,85,92,106,120
144,0.41447,0.40123,4.12,14,24,38,47,62,72,85,92,106,120
145,0.41516,0.40535,4.15,14,24,38,47,62,72,85,92,106,120
146,0.41974,0.40123,4.17,14,24,38,47,62,72,85,92,106,120
147,0.42317,0.40329,4.19,14,24,38,47,62,72,85,92,106,120
148,0.42615,0.40329,4.22,14,24,38,47,62,72,85,92,106,120
149,0.43188,0.40535,4.24,14,24,38,47,62,72,85,92,106,120
150,0.43439,0.41152,4.26,14,24,38,47,62,72,85,92,106,120
151,0.4376,0.41564,4.28,14,24,38,47,62,72,85,92,106,120
152,0.44126,0.41564,4.3,14,24,38,47,62,72,85,92,106,120
153,0.44218,0.42181,4.32,14,24,38,47,62,72,85,92,106,120
154,0.44195,0.41975,4.35,14,24,38,47,62,72,85,92,106,120
155,0.44195,0.4177,4.37,14,24,38,47,62,72,85,92,106,120
156,0.44149,0.4177,4.39,14,24,38,47,63,72,85,92,106,120
157,0.44195,0.4177,4.42,15,24,38,48,63,72,85,92,106,120
158,0.44149,0.4177,4.45,15,24,38,48,63,72,85,92,106,120
159,0.44149,0.42181,4.48,15,24,38,48,63,72,85,92,106,120
160,0.44332,0.42387,4.51,15,24,38,48,63,72,85,92,106,120
161,0.44355,0.42387,4.54,15,24,38,48,63,72,85,92,106,120
162,0.44355,0.42387,4.57,15,24,38,48,63,72,85,92,106,120
163,0.44218,0.42387,4.6,15,24,38,48,63,72,85,92,106,120
164,0.44218,0.42387,4.63,15,24,38,48,63,72,85,92,106,120
165,0.44218,0.42593,4.65,15,24,38,48,63,72,85,92,106,120
166,0.44241,0.42387,4.67,15,24,38,48,63,72,85,92,106,120
167,0.44264,0.42593,4.69,15,24,38,48,63,72,85,92,106,120
168,0.44264,0.42387,4.73,15,24,38,48,63,72,85,92,106,120
169,0.44355,0.42387,4.75,15,24,38,48,63,72,85,92,106,120
170,0.44424,0.42387,4.78,15,24,38,49,63,72,85,92,106,120
171,0.44447,0.42593,4.8,15,24,38,49,63,72,85,92,106,120
172,0.44516,0.42593,4.82,15,24,38,49,63,72,85,92,107,120
173,0.44584,0.42798,4.85,15,24,38,49,63,72,85,92,107,120
174,0.4463,0.42798,4.87,15,24,38,49,63,72,85,92,107,120
175,0.44676,0.43004,4.9,15,24,38,49,63,72,84,92,107,120
176,0.44722,0.43004,4.93,15,24,38,49,63,72,84,92,107,120
177,0.44722,0.43004,4.95,15,24,38,49,63,72,84,92,107,120
178,0.4479,0.43004,4.98,15,24,38,49,63,72,84,92,107,120
179,0.44768,0.42798,5.01,15,24,38,49,63,72,84,91,107,121
180,0.4479,0.42798,5.03,15,24,38,49,63,72,84,91,107,121
181,0.44859,0.43004,5.07,15,24,38,49,63,72,84,91,107,121
182,0.44905,0.43004,5.1,15,24,38,48,63,72,84,91,107,121
183,0.44951,0.43004,5.13,15,24,38,48,63,72,84,91,107,121
184,0.44951,0.43004,5.15,15,24,38,48,63,72,84,91,107,121
185,0.44951,0.43004,5.18,15,23,38,48,63,72,84,91,107,121
186,0.44974,0.43004,5.21,15,23,38,48,63,72,84,91,107,121
187,0.45065,0.43004,5.24,15,23,38,48,63,72,84,91,107,121
188,0.45088,0.43004,5.28,15,23,38,48,63,72,84,91,107,121
189,0.45134,0.43004,5.3,15,23,38,48,63,72,84,91,107,121
190,0.45134,0.43004,5.33,15,23,38,48,63,72,84,91,107,121
191,0.45157,0.43004,5.35,15,23,38,48,63,72,84,91,107,121
192,0.4518,0.43004,5.37,15,23,38,48,63,72,84,92,107,121
193,0.45248,0.43004,5.4,15,23,38,48,63,72,84,92,107,121
194,0.45248,0.43004,5.43,15,23,38,48,63,72,84,92,107,121
195,0.45294,0.43004,5.46,15,23,38,48,63,72,84,92,107,121
196,0.45294,0.43004,5.5,15,23,38,48,63,72,84,92,107,121
197,0.45294,0.43004,5.53,15,23,38,48,63,72,84,92,107,121
198,0.45271,0.43004,5.56,15,23,38,48,63,72,84,92,107,121
199,0.45271,0.4321,5.58,15,23,38,48,63,72,84,92,107,121
200,0.45294,0.4321,5.61,15,23,38,48,63,72,84,92,107,121
201,0.45363,0.4321,5.64,15,23,38,48,63,72,84,92,107,121
202,0.4534,0.4321,5.67,15,23,38,48,63,72,84,92,107,121
203,0.45294,0.4321,5.69,15,23,38,48,63,72,84,92,107,121
204,0.45271,0.4321,5.71,15,23,38,48,63,72,84,92,107,121
205,0.45271,0.43416,5.73,14,23,38,48,63,72,84,92,107,121
206,0.45271,0.43416,5.76,14,23,38,48,63,72,84,92,107,121
207,0.45294,0.43416,5.78,14,23,38,48,63,72,84,92,107,121
208,0.45248,0.43416,5.81,14,23,38,48,63,72,84,92,107,121
209,0.45248,0.43416,5.84,14,23,38,48,63,72,84,92,107,121
210,0.45248,0.43416,5.87,14,23,38,48,63,72,84,92,107,121
211,0.45271,0.43416,5.89,14,23,38,48,63,72,84,92,107,121
212,0.45294,0.43416,5.91,14,23,38,48,63,72,84,92,107,121
213,0.45294,0.43416,5.93,14,23,38,48,63,72,83,92,107,121
214,0.45317,0.43416,5.95,14,23,38,48,63,71,83,92,107,121
215,0.4534,0.43416,5.98,14,23,38,48,63,71,83,92,107,121
216,0.45317,0.43416,6.0,14,23,38,48,63,71,83,92,107,121
217,0.45317,0.43416,6.03,14,23,38,48,63,71,83,92,107,121
218,0.45317,0.43416,6.06,14,23,38,48,63,71,83,92,107,121
219,0.45294,0.43416,6.09,14,23,38,48,63,71,83,92,107,121
220,0.45317,0.43416,6.11,14,23,38,48,63,71,83,92,107,121
221,0.45317,0.43416,6.15,14,23,38,48,63,71,83,92,107,121
222,0.45363,0.43416,6.18,14,23,38,48,63,71,83,92,107,121
223,0.45363,0.43416,6.21,14,23,38,48,63,71,83,92,107,121
224,0.45363,0.43416,6.23,14,23,38,48,63,71,83,92,107,121
225,0.45363,0.43416,6.25,14,23,38,48,63,71,83,92,107,121
226,0.45386,0.43416,6.28,14,23,38,48,63,71,83,92,107,121
227,0.45386,0.43416,6.31,14,23,38,48,63,71,83,92,107,121
228,0.45386,0.43416,6.33,14,23,38,48,63,71,83,92,107,121
229,0.45386,0.43416,6.36,14,23,38,48,63,71,83,92,107,121
230,0.45363,0.43416,6.38,14,23,38,48,63,71,83,92,107,121
231,0.45363,0.43416,6.4,14,23,38,48,63,71,83,92,107,121
232,0.45363,0.43416,6.43,14,23,38,48,63,71,83,92,107,121
233,0.45363,0.43416,6.45,14,23,38,48,63,71,83,92,107,121
234,0.45363,0.43416,6.47,14,23,38,48,63,71,83,92,107,121
235,0.45363,0.43416,6.5,14,23,38,48,63,71,83,92,107,121
236,0.45386,0.43416,6.52,14,23,38,48,63,71,83,92,107,121
237,0.45386,0.43416,6.54,14,23,38,48,63,71,83,92,107,121
238,0.45386,0.43416,6.57,14,23,38,48,63,71,83,92,107,121
239,0.45409,0.43621,6.6,14,23,38,48,63,71,83,92,107,121
240,0.45386,0.43621,6.63,14,23,38,48,63,71,83,92,107,121
241,0.45386,0.43416,6.66,14,23,38,48,63,71,83,92,107,121
242,0.45363,0.43416,6.69,14,23,38,48,63,71,83,92,107,121
243,0.45409,0.43416,6.71,14,23,38,48,63,71,83,92,107,121
244,0.45409,0.43416,6.74,14,23,38,48,63,71,83,92,107,121
245,0.45409,0.43416,6.77,14,23,38,48,63,71,83,92,107,121
246,0.45409,0.43416,6.79,14,23,38,48,63,71,83,92,107,121
247,0.45477,0.43416,6.82,14,23,38,48,63,71,83,92,107,121
248,0.45477,0.43416,6.84,14,23,38,48,63,71,83,92,107,121
249,0.45477,0.43416,6.86,14,23,38,48,63,71,83,92,107,121
250,0.455,0.43416,6.89,14,23,38,48,63,71,83,92,107,121
251,0.45477,0.43621,6.92,14,23,38,48,63,71,83,92,107,121
252,0.455,0.43827,6.95,14,23,38,48,63,71,83,92,107,121
253,0.455,0.43827,6.97,14,23,38,48,63,71,83,92,107,121
254,0.45523,0.43827,6.99,14,23,38,48,63,71,83,92,107,121
255,0.45592,0.43827,7.02,14,23,38,48,63,71,83,92,107,121
256,0.45615,0.43827,7.04,14,23,38,48,63,71,83,92,107,121
257,0.45615,0.43827,7.06,14,23,38,48,63,71,83,92,107,121
258,0.45684,0.43827,7.08,14,23,38,48,63,71,83,92,107,121
259,0.45706,0.43827,7.11,14,23,38,48,63,71,83,92,107,121
260,0.45775,0.43827,7.14,14,23,38,48,63,71,83,92,107,121
261,0.45867,0.43827,7.17,14,23,38,48,63,71,83,92,107,121
262,0.45844,0.43827,7.19,14,23,38,48,63,71,83,92,107,121
263,0.45844,0.43827,7.22,14,23,38,48,63,71,83,92,107,121
264,0.45867,0.43827,7.25,14,23,38,48,63,71,83,92,107,121
265,0.45867,0.43827,7.27,14,23,38,48,63,71,83,92,107,121
266,0.4589,0.43827,7.3,14,23,38,48,63,71,83,92,107,121
267,0.45867,0.43827,7.33,14,23,38,48,63,71,83,92,107,121
268,0.45913,0.43827,7.36,14,23,38,48,63,71,83,92,107,121
269,0.45935,0.44033,7.39,14,23,38,48,63,71,83,92,107,121
270,0.45935,0.44033,7.41,14,23,38,48,63,71,83,92,107,121
271,0.45981,0.44033,7.44,14,23,38,48,63,71,83,92,107,121
272,0.45958,0.44033,7.46,14,23,38,48,63,71,83,92,107,121
273,0.45958,0.44239,7.49,14,23,38,48,63,71,84,92,107,121
274,0.45958,0.44444,7.52,14,23,38,48,63,71,84,92,107,121
275,0.45981,0.4465,7.54,14,23,38,48,63,71,84,92,107,121
276,0.46073,0.44856,7.56,14,23,38,48,63,71,84,92,107,121
277,0.46096,0.44856,7.58,14,23,38,48,63,71,84,92,107,121
278,0.46164,0.44856,7.62,14,23,38,48,63,71,84,92,107,121
279,0.46256,0.45062,7.65,14,23,38,48,63,71,84,92,107,121
280,0.46393,0.45062,7.67,14,23,38,48,63,71,84,92,107,121
281,0.46439,0.45062,7.7,14,23,38,48,63,71,84,92,107,121
282,0.46508,0.45267,7.73,14,23,38,48,63,71,84,92,107,121
283,0.46599,0.45473,7.76,14,23,38,48,63,71,84,92,107,121
284,0.4676,0.45679,7.78,14,23,38,48,63,71,84,92,107,121
285,0.46828,0.45885,7.8,14,23,38,48,63,71,84,92,107,121
286,0.46943,0.45885,7.83,14,23,38,48,63,71,84,92,107,121
287,0.46989,0.46091,7.86,14,23,38,48,63,71,84,92,107,121
288,0.46989,0.46091,7.88,14,23,38,48,63,71,84,92,107,121
289,0.47103,0.46296,7.91,14,23,38,48,63,71,84,92,107,121
290,0.47103,0.46502,7.94,14,23,38,48,63,71,84,92,107,121
291,0.47218,0.46502,7.97,14,23,38,48,63,71,84,92,107,121
292,0.47264,0.46502,8.0,14,23,38,48,63,71,84,92,107,121
293,0.47286,0.46708,8.04,14,23,38,48,63,71,84,92,107,121
294,0.47355,0.46914,8.08,14,23,38,48,63,71,84,92,107,121
295,0.47447,0.47119,8.11,14,23,38,48,63,71,84,92,107,121
296,0.47607,0.47119,8.14,14,23,38,48,63,71,84,92,107,121
297,0.47561,0.47119,8.19,14,23,38,48,63,71,84,92,107,121
298,0.47676,0.47119,8.22,14,22,38,48,63,71,84,92,107,121
299,0.47744,0.47325,8.24,14,22,38,48,63,71,84,92,107,121
300,0.47859,0.47325,8.27,14,22,38,48,63,71,84,92,107,121
301,0.47928,0.47531,8.29,14,22,38,48,63,71,84,92,107,121
302,0.48157,0.47942,8.31,14,22,38,48,63,71,84,92,107,121
303,0.48225,0.47942,8.34,14,22,38,48,63,71,84,92,107,121
304,0.48248,0.48148,8.36,14,22,38,48,63,71,84,92,107,121
305,0.48317,0.48148,8.38,14,22,38,48,63,71,84,92,107,121
306,0.48454,0.48148,8.41,14,22,38,48,63,71,84,92,107,121
307,0.48546,0.48148,8.43,14,22,38,48,63,71,84,92,107,121
308,0.48615,0.48148,8.46,14,22,38,48,63,71,84,92,107,121
309,0.48615,0.4856,8.49,14,22,38,48,63,71,84,92,107,121
310,0.48866,0.48971,8.51,14,22,38,48,63,71,84,92,107,121
311,0.48958,0.48971,8.54,14,22,38,48,63,71,84,92,107,121
312,0.49027,0.49588,8.57,14,22,38,48,63,71,84,92,107,121
313,0.49164,0.49588,8.59,14,22,38,48,63,71,84,92,107,121
314,0.49141,0.49588,8.62,14,22,38,48,63,71,84,92,107,121
315,0.4937,0.49794,8.64,14,22,38,48,63,71,84,92,107,121
316,0.49416,0.49794,8.66,14,22,38,48,63,71,84,92,107,121
317,0.49485,0.49794,8.7,14,22,38,48,63,71,84,92,107,121
318,0.49508,0.5,8.72,14,22,38,48,63,71,84,92,107,121
319,0.49668,0.5,8.75,14,21,38,48,63,71,84,92,107,121
320,0.4976,0.49794,8.77,14,21,38,48,63,71,84,92,107,121
321,0.49943,0.49794,8.81,14,21,38,48,63,71,84,92,107,121
322,0.49989,0.49794,8.83,14,21,38,48,63,71,84,92,107,121
323,0.49966,0.49794,8.86,14,21,38,48,63,71,84,92,107,121
324,0.49966,0.49794,8.89,14,21,38,48,63,71,84,92,107,121
325,0.5008,0.50206,8.92,14,21,38,48,63,71,84,92,107,121
326,0.50149,0.50206,8.95,14,21,38,48,63,71,84,92,107,121
327,0.50195,0.50206,8.97,14,21,38,48,63,71,84,92,107,121
328,0.50286,0.50206,8.99,14,21,38,48,63,71,84,92,107,121
329,0.50378,0.50206,9.01,14,21,38,48,63,71,84,92,107,121
330,0.50492,0.50206,9.04,14,21,38,48,63,71,84,92,107,121
331,0.50584,0.50206,9.06,14,21,38,48,63,71,84,92,107,121
332,0.50744,0.50206,9.09,14,21,38,48,63,71,84,92,107,121
333,0.50813,0.50206,9.11,14,21,38,48,63,71,84,92,107,121
334,0.50905,0.50412,9.14,14,21,38,48,63,71,84,92,107,121
335,0.51042,0.50412,9.16,14,20,38,48,63,71,84,92,107,121
336,0.51088,0.50412,9.19,14,20,38,48,63,71,84,92,107,121
337,0.51156,0.50412,9.21,14,20,38,48,63,71,84,92,107,121
338,0.51156,0.50412,9.24,14,20,38,48,63,71,84,92,107,121
339,0.51225,0.50617,9.27,14,20,38,48,63,71,84,92,107,121
340,0.51408,0.50412,9.3,14,20,38,48,63,71,84,92,107,121
341,0.51477,0.50412,9.33,14,20,38,48,63,71,84,92,107,121
342,0.51637,0.50412,9.36,14,20,38,48,63,71,84,92,107,121
343,0.5166,0.50412,9.38,14,20,38,48,63,71,84,92,107,121
344,0.5182,0.50617,9.42,15,20,38,48,63,71,84,92,107,121
345,0.51935,0.50617,9.44,15,20,38,48,63,71,84,92,107,121
346,0.52118,0.50617,9.46,15,20,38,48,63,71,84,92,107,121
347,0.5221,0.50617,9.49,15,20,38,48,63,71,84,92,107,121
348,0.52301,0.50617,9.52,15,20,38,48,63,71,84,92,107,121
349,0.52485,0.50617,9.56,15,20,38,48,63,71,84,92,107,121
350,0.5253,0.50823,9.58,15,20,38,48,63,71,84,92,107,121
351,0.52736,0.50823,9.61,15,20,38,48,63,71,84,92,107,121
352,0.52851,0.50823,9.63,15,20,38,48,63,71,84,92,107,121
353,0.52897,0.50823,9.65,15,20,38,48,63,71,84,92,107,121
354,0.53034,0.51029,9.69,15,19,38,48,63,71,84,92,107,120
355,0.53126,0.51235,9.71,15,19,38,48,63,71,84,92,107,120
356,0.53309,0.51235,9.73,15,19,38,48,63,71,84,92,107,120
357,0.53423,0.51235,9.76,15,19,38,48,63,71,84,92,107,120
358,0.53538,0.51235,9.78,15,19,38,48,63,71,84,92,107,120
359,0.53698,0.51029,9.82,15,19,38,48,63,71,84,92,107,120
360,0.53767,0.51029,9.84,15,19,38,48,63,71,84,92,107,120
361,0.53858,0.50823,9.88,15,19,38,48,63,71,84,92,107,120
362,0.54042,0.50823,9.91,15,19,38,48,63,71,84,92,107,120
363,0.54202,0.50823,9.95,15,19,38,48,63,71,84,92,107,120
364,0.54248,0.50823,9.98,15,19,38,48,63,71,84,92,107,120
365,0.54271,0.51029,10.01,15,19,38,48,63,71,84,92,107,120
366,0.54362,0.51235,10.04,15,19,38,48,63,71,84,92,107,120
367,0.54431,0.5144,10.06,15,19,38,48,63,71,84,92,107,120
368,0.54523,0.51646,10.09,15,19,38,48,63,71,84,92,107,120
369,0.54568,0.51646,10.12,15,19,38,48,63,71,84,92,107,120
370,0.54683,0.51646,10.15,15,19,38,48,63,71,84,92,107,120
371,0.54729,0.52058,10.18,15,19,38,48,63,71,84,92,107,120
372,0.54912,0.52058,10.21,15,19,38,48,63,71,84,92,107,120
373,0.54958,0.51852,10.24,15,19,38,48,63,71,84,92,107,120
374,0.55095,0.51852,10.27,15,19,38,48,63,71,84,92,107,120
375,0.55118,0.51852,10.3,15,19,38,48,63,71,84,92,107,120
376,0.55141,0.51852,10.32,15,19,38,48,63,71,84,92,107,120
377,0.55232,0.52058,10.35,15,19,38,48,63,71,84,92,107,120
378,0.55255,0.52263,10.37,15,19,38,48,63,71,84,92,106,120
379,0.55553,0.52675,10.4,15,19,38,48,63,71,84,92,106,120
380,0.55736,0.53292,10.43,15,18,38,48,63,71,84,92,106,120
381,0.56011,0.53704,10.46,15,18,38,48,63,71,84,92,106,120
382,0.56217,0.53909,10.48,15,18,38,48,63,71,84,92,106,120
383,0.56332,0.53909,10.51,15,18,38,48,63,71,84,92,106,120
384,0.56492,0.54527,10.54,15,18,38,48,63,71,84,92,106,120
