epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
859,0.63728,0.6358,23.98,16,16,43,48,62,71,83,91,107,118
860,0.63728,0.6358,24.01,16,16,43,48,62,71,83,91,107,118
861,0.63751,0.6358,24.05,16,16,43,48,62,71,83,91,107,118
862,0.63797,0.6358,24.09,16,16,43,48,62,71,83,91,107,118
863,0.6382,0.6358,24.12,16,16,43,48,62,71,83,91,107,118
864,0.63842,0.6358,24.15,16,16,43,48,62,71,83,91,107,118
865,0.63842,0.63786,24.18,16,16,43,48,62,71,83,91,107,118
866,0.63888,0.63786,24.21,16,16,43,48,62,71,83,91,107,118
867,0.63888,0.63786,24.25,16,16,43,48,62,71,83,91,107,118
868,0.63888,0.63786,24.28,16,16,43,48,62,71,83,91,107,118
869,0.63911,0.63786,24.3,16,16,43,48,62,71,83,91,107,118
870,0.63934,0.63786,24.34,16,16,43,48,62,71,83,91,107,118
871,0.6398,0.63786,24.37,16,16,43,48,62,71,83,91,107,118
872,0.64049,0.63786,24.4,16,16,43,48,62,71,83,91,107,118
873,0.64049,0.63786,24.43,16,16,43,48,62,71,83,91,107,118
874,0.64117,0.63786,24.46,16,16,43,48,62,71,83,91,107,118
875,0.64117,0.63786,24.5,16,16,43,48,62,71,83,91,107,118
876,0.6414,0.63786,24.53,16,16,43,48,62,71,83,91,107,118
877,0.6414,0.63786,24.57,16,16,43,48,62,71,83,91,107,118
878,0.6414,0.63786,24.6,16,16,43,48,62,71,83,91,107,118
879,0.64232,0.63786,24.62,16,16,43,48,62,71,83,91,107,118
880,0.64232,0.63786,24.65,16,16,43,48,62,71,83,91,107,118
881,0.64255,0.63992,24.68,16,16,43,48,62,71,83,91,107,118
882,0.64278,0.6358,24.71,16,16,43,48,62,71,83,91,107,118
883,0.64323,0.63992,24.74,16,16,43,48,62,71,83,91,107,118
884,0.64323,0.63992,24.78,16,16,43,48,62,71,83,91,107,118
885,0.64323,0.63992,24.81,16,16,43,48,62,71,83,91,107,118
886,0.643,0.64403,24.83,16,16,43,48,62,71,83,91,107,118
887,0.64346,0.64403,24.86,16,16,43,48,62,71,83,91,107,118
888,0.64369,0.64403,24.9,16,16,43,48,62,71,83,91,107,118
889,0.64323,0.64403,24.93,16,16,43,48,62,71,83,91,107,118
890,0.64438,0.64198,24.96,16,16,43,48,62,71,83,91,107,118
891,0.64461,0.64609,24.99,16,16,43,48,62,71,83,91,107,118
892,0.64484,0.64403,25.02,16,16,43,48,62,71,83,91,107,118
893,0.64484,0.64403,25.04,16,16,43,48,62,71,83,91,107,118
894,0.64552,0.64609,25.07,16,16,43,48,62,71,83,91,107,118
895,0.64575,0.64403,25.1,16,16,43,48,62,71,83,91,107,118
896,0.64529,0.64609,25.14,16,16,43,48,62,71,83,91,107,118
897,0.64621,0.64403,25.16,16,16,43,48,62,71,83,91,107,118
898,0.64644,0.64609,25.19,16,16,43,48,62,71,83,91,107,118
899,0.64736,0.64403,25.21,16,16,43,48,62,71,83,91,107,118
900,0.64736,0.64609,25.23,16,16,43,48,62,71,83,91,107,118
901,0.64713,0.64815,25.26,16,16,43,48,62,71,83,91,107,118
902,0.64758,0.64609,25.28,16,16,43,48,62,71,83,91,107,118
903,0.64758,0.64815,25.3,16,16,43,48,62,71,83,91,107,118
904,0.64758,0.64609,25.33,16,16,43,48,62,71,83,91,107,118
905,0.64827,0.64609,25.35,16,16,43,48,62,71,83,91,107,118
906,0.6485,0.64609,25.38,16,16,43,48,62,71,83,91,107,118
907,0.64873,0.64609,25.4,16,16,43,48,62,71,83,91,107,118
908,0.64873,0.64815,25.42,16,16,43,48,62,71,83,91,107,118
909,0.64873,0.64609,25.45,16,16,43,48,62,71,83,91,107,118
910,0.64919,0.64609,25.48,16,16,43,48,62,71,83,91,107,118
911,0.64919,0.64815,25.51,16,16,43,48,62,71,83,91,107,118
912,0.64987,0.64815,25.53,16,16,42,48,62,71,83,91,107,118
913,0.6501,0.64815,25.56,16,16,42,48,62,71,83,91,107,118
914,0.64987,0.65021,25.58,16,16,42,48,62,71,83,91,107,118
915,0.65033,0.64815,25.61,16,16,42,48,62,71,83,91,107,118
916,0.65056,0.65021,25.63,16,16,42,48,62,71,83,91,107,118
917,0.65079,0.64815,25.66,16,16,42,48,62,71,83,91,107,118
918,0.65102,0.64815,25.68,16,16,42,48,62,71,83,91,107,118
919,0.65148,0.64815,25.71,16,16,42,48,62,71,83,91,107,118
920,0.65148,0.65021,25.75,16,16,42,48,62,71,83,91,107,118
921,0.65193,0.65226,25.77,16,16,42,48,62,71,83,91,107,118
922,0.65216,0.65226,25.8,16,16,42,48,62,71,83,91,107,118
923,0.65216,0.65226,25.83,16,16,42,48,62,71,83,91,107,118
924,0.65193,0.65432,25.86,16,16,42,48,62,71,83,91,107,118
925,0.65262,0.65432,25.88,16,16,42,48,62,71,83,91,107,118
926,0.65262,0.65432,25.91,16,16,42,48,62,71,83,91,107,118
927,0.65216,0.65432,25.93,16,16,42,48,62,71,83,91,107,118
928,0.65239,0.65432,25.96,16,16,42,48,62,71,83,91,107,118
929,0.65285,0.65432,25.98,16,16,42,48,62,71,83,91,107,118
930,0.65308,0.65226,26.0,16,16,42,48,62,71,83,91,107,118
931,0.65285,0.65432,26.03,16,16,42,48,62,71,83,91,107,118
932,0.65331,0.65226,26.15,16,16,42,48,62,71,83,91,107,118
933,0.65331,0.65638,26.22,16,16,42,48,62,71,83,91,107,118
934,0.654,0.65226,26.26,16,16,42,48,62,71,83,91,107,118
935,0.65377,0.65638,26.29,16,16,42,48,62,71,83,91,107,118
936,0.65377,0.65226,26.32,16,16,42,48,62,71,83,91,107,118
937,0.65354,0.65432,26.35,16,16,42,48,62,71,83,91,107,118
938,0.65377,0.65432,26.38,16,16,42,48,62,71,83,91,107,118
939,0.65377,0.65432,26.41,16,16,42,48,62,71,83,91,107,118
940,0.65422,0.65638,26.43,16,16,42,48,62,71,83,91,107,118
941,0.65331,0.65432,26.46,16,16,42,48,62,71,83,91,107,118
942,0.65422,0.65432,26.49,16,16,42,48,62,71,83,91,107,118
943,0.65422,0.65226,26.52,16,16,42,48,62,71,83,91,107,118
944,0.65491,0.65226,26.54,16,16,42,48,62,71,83,91,107,118
945,0.6556,0.65226,26.56,16,16,42,48,62,71,83,91,107,118
946,0.65606,0.65226,26.59,16,16,42,48,62,71,83,91,107,118
947,0.65629,0.65226,26.62,16,16,42,48,62,71,83,91,107,118
948,0.65629,0.65638,26.64,16,16,42,48,62,71,83,91,107,118
949,0.65651,0.65638,26.67,16,16,42,48,62,71,83,91,107,118
950,0.65629,0.65844,26.7,16,16,42,48,62,71,83,91,107,118
951,0.6572,0.65432,26.73,16,16,42,48,62,71,83,91,107,118
952,0.6572,0.65432,26.75,16,16,42,48,62,71,83,91,107,118
953,0.65812,0.65638,26.77,16,16,42,48,62,71,84,91,107,118
954,0.65812,0.65638,26.8,16,16,42,48,62,71,84,91,107,118
955,0.65789,0.65638,26.83,16,16,42,48,62,71,84,91,107,118
956,0.65812,0.65638,26.86,16,16,41,48,62,71,84,91,107,118
957,0.65812,0.65844,26.88,16,16,41,48,62,71,84,91,107,118
958,0.65835,0.65844,26.9,16,16,41,48,62,71,84,91,107,118
959,0.65812,0.65844,26.94,16,16,41,48,62,71,83,91,107,118
960,0.65903,0.65844,26.97,16,16,41,48,62,71,83,91,107,118
961,0.65903,0.65638,27.0,16,16,41,48,62,71,83,91,107,118
962,0.65926,0.65844,27.04,16,16,41,48,62,71,83,91,107,118
963,0.65926,0.65844,27.06,16,16,41,48,62,71,83,91,107,118
964,0.65972,0.65844,27.09,16,16,41,48,62,71,83,91,107,118
965,0.66018,0.65844,27.11,16,16,41,48,62,71,83,91,107,118
966,0.66087,0.66255,27.14,16,16,41,48,62,71,83,91,107,118
967,0.66064,0.66255,27.17,16,16,41,48,62,71,83,91,107,118
968,0.66109,0.66461,27.2,16,16,41,48,62,71,83,91,107,118
969,0.66109,0.66461,27.23,16,16,41,48,62,71,83,91,107,118
970,0.66132,0.66255,27.27,16,16,41,48,62,71,83,91,107,118
971,0.66132,0.66255,27.29,16,16,41,48,62,71,83,91,107,118
972,0.66109,0.66255,27.32,16,16,41,48,62,71,83,91,107,118
973,0.66087,0.66255,27.35,16,16,41,48,62,71,83,91,107,118
974,0.66109,0.66255,27.38,16,16,41,48,62,71,83,91,107,118
975,0.66132,0.66255,27.4,16,16,41,48,62,71,83,91,107,118
976,0.66155,0.66255,27.42,16,16,41,48,62,71,83,91,107,118
977,0.66178,0.66461,27.46,16,16,41,48,62,71,84,91,107,118
978,0.66155,0.66667,27.55,16,16,41,48,62,71,84,91,107,118
979,0.66132,0.66667,27.63,16,16,41,48,62,71,84,91,107,118
980,0.66132,0.66667,27.66,16,16,41,48,62,71,84,91,107,118
981,0.66087,0.66667,27.69,16,16,41,48,62,71,84,91,107,118
982,0.66064,0.66667,27.72,16,16,41,48,62,71,84,91,107,118
983,0.66109,0.66667,27.76,16,16,41,48,62,71,83,91,107,118
984,0.66109,0.66667,27.79,16,16,41,48,62,71,83,91,107,118
985,0.66064,0.66667,27.82,16,16,41,48,62,71,83,91,107,118
986,0.66109,0.66667,27.85,16,16,41,48,62,71,83,91,107,118
987,0.66178,0.66667,27.88,16,16,41,48,62,71,83,91,107,118
988,0.66132,0.66872,27.9,16,16,41,48,62,71,83,91,107,118
989,0.66132,0.67284,27.93,16,16,41,48,62,71,83,91,107,118
990,0.66201,0.67284,27.97,16,16,41,48,62,71,83,91,107,118
991,0.66178,0.67284,27.99,16,16,41,48,62,71,83,91,107,118
992,0.66155,0.67284,28.02,16,16,41,48,62,71,83,91,107,118
993,0.6627,0.67284,28.04,16,16,41,48,62,71,83,91,107,118
994,0.66224,0.67284,28.07,16,16,41,48,62,71,83,91,107,118
995,0.66224,0.6749,28.1,16,16,41,48,62,71,83,91,107,118
996,0.66247,0.6749,28.12,16,16,41,48,62,71,83,91,107,118
997,0.66224,0.6749,28.15,16,16,41,48,62,71,83,91,107,118
998,0.66293,0.6749,28.18,16,16,41,48,62,71,83,91,107,118
999,0.66338,0.6749,28.21,16,16,41,48,62,71,83,91,107,118
1000,0.6627,0.6749,28.24,16,16,41,48,62,71,83,91,107,118
1001,0.6627,0.6749,28.26,16,16,41,48,62,71,83,91,107,118
1002,0.66316,0.6749,28.29,16,16,41,48,62,71,83,91,107,118
1003,0.6627,0.67695,28.31,16,16,41,48,62,71,83,91,107,118
1004,0.66293,0.67695,28.34,16,16,41,48,62,71,83,91,107,118
1005,0.66293,0.67695,28.37,16,16,41,48,62,71,83,91,107,118
1006,0.6643,0.67695,28.39,17,16,41,48,62,71,83,91,107,118
1007,0.66407,0.67695,28.41,17,16,41,48,62,71,83,91,107,118
1008,0.6643,0.67695,28.44,17,16,41,48,62,71,83,91,107,118
1009,0.66384,0.67695,28.47,17,16,41,48,62,71,83,91,107,118
1010,0.66407,0.67695,28.49,17,16,41,48,62,71,83,91,107,118
1011,0.66316,0.67695,28.53,17,16,41,48,62,71,83,91,107,118
1012,0.66361,0.67695,28.55,17,16,41,48,62,71,83,91,107,118
1013,0.66316,0.67695,28.58,17,16,41,48,62,71,83,91,107,118
1014,0.66316,0.67695,28.62,17,16,41,48,62,71,83,91,107,118
1015,0.66338,0.67901,28.65,17,16,41,48,62,71,83,91,107,118
1016,0.66338,0.68107,28.68,17,16,41,48,62,71,83,91,107,118
1017,0.66338,0.68107,28.7,17,16,41,48,62,71,83,91,107,118
1018,0.66361,0.68107,28.72,17,16,41,48,62,71,83,91,107,118
1019,0.66384,0.68107,28.75,17,16,41,48,62,71,83,91,107,118
1020,0.66384,0.68107,28.77,17,16,41,48,62,71,83,91,107,118
1021,0.66384,0.68107,28.79,17,16,41,48,62,71,83,91,107,118
1022,0.66407,0.68107,28.82,17,16,41,48,62,71,83,91,107,118
1023,0.66476,0.68107,28.84,17,16,41,48,62,71,83,91,107,118
1024,0.66476,0.68107,28.87,17,16,41,48,62,71,83,91,107,118
1025,0.66476,0.68107,28.9,17,16,41,48,62,71,83,91,107,118
1026,0.66476,0.68107,28.93,17,16,41,48,62,71,83,91,107,118
1027,0.66476,0.68313,28.95,17,16,41,48,62,71,83,91,107,118
1028,0.66476,0.68313,28.97,17,16,41,48,62,71,83,91,107,118
1029,0.66476,0.68313,29.0,17,17,41,48,62,71,83,91,107,118
1030,0.66567,0.68313,29.02,17,17,41,48,62,71,83,91,107,118
1031,0.6659,0.68313,29.04,17,17,41,48,62,71,83,91,107,118
1032,0.66659,0.68519,29.07,17,17,41,48,62,71,83,91,107,118
1033,0.66613,0.68519,29.1,17,17,41,48,62,71,83,91,107,118
1034,0.66682,0.68519,29.13,17,17,40,48,62,71,83,91,107,118
1035,0.66705,0.68519,29.15,17,17,40,48,62,71,83,91,107,118
1036,0.66705,0.68519,29.17,17,17,40,48,62,71,83,91,107,118
1037,0.66728,0.68724,29.2,17,17,40,48,62,71,84,91,107,118
1038,0.66682,0.68724,29.23,17,17,40,48,62,71,84,91,107,118
1039,0.66774,0.68724,29.25,17,17,40,48,62,71,84,91,107,118
1040,0.66796,0.68724,29.28,17,17,40,48,62,71,84,91,107,118
1041,0.66842,0.68724,29.3,17,17,40,48,62,71,84,91,107,118
1042,0.66865,0.68724,29.33,17,17,40,48,62,71,84,91,107,118
1043,0.66911,0.68724,29.35,17,17,40,48,62,71,84,91,107,118
1044,0.66888,0.68724,29.38,17,17,40,48,62,71,84,91,107,118
1045,0.66888,0.68724,29.41,17,17,40,48,62,71,84,91,107,118
1046,0.66888,0.68724,29.43,17,17,40,48,62,71,84,91,107,118
1047,0.66934,0.68724,29.45,17,17,40,48,62,71,84,91,107,118
1048,0.6698,0.68724,29.49,17,17,40,48,62,71,84,91,107,118
1049,0.6698,0.68724,29.52,17,17,40,48,62,71,84,91,107,118
1050,0.67048,0.68724,29.54,17,17,40,48,62,71,84,91,107,118
1051,0.67094,0.68724,29.56,17,17,40,48,62,71,84,91,107,118
1052,0.67071,0.68724,29.59,17,17,40,48,62,71,84,91,107,118
1053,0.67094,0.68724,29.62,17,17,40,48,62,71,84,91,107,118
1054,0.6714,0.68724,29.65,17,17,40,48,62,71,84,91,107,118
1055,0.6714,0.68724,29.67,17,17,40,48,62,71,84,91,107,118
1056,0.67277,0.68724,29.69,17,17,40,48,62,71,84,91,107,118
1057,0.67232,0.68724,29.71,17,17,40,48,62,71,84,91,107,118
1058,0.67254,0.68724,29.73,17,17,40,48,62,71,84,91,107,118
1059,0.67277,0.68724,29.76,17,17,40,48,62,71,84,91,107,118
1060,0.673,0.6893,29.79,17,17,40,48,62,71,84,91,107,118
1061,0.673,0.6893,29.81,17,17,40,48,62,71,84,91,107,118
1062,0.67346,0.6893,29.84,17,17,40,48,62,71,84,91,107,118
1063,0.67346,0.6893,29.87,17,17,40,48,62,71,84,91,107,118
1064,0.67346,0.6893,29.89,17,17,40,48,62,71,84,91,107,118
1065,0.67323,0.68724,29.91,17,17,40,48,62,71,84,91,107,118
1066,0.67392,0.6893,29.93,17,17,40,48,62,71,84,91,107,118
1067,0.67369,0.6893,29.95,17,17,40,48,62,71,84,91,107,118
1068,0.67323,0.6893,29.98,17,17,40,48,62,71,84,91,107,118
1069,0.673,0.6893,30.0,17,17,40,48,62,71,84,91,107,118
1070,0.673,0.6893,30.03,17,17,40,48,62,71,84,91,107,118
1071,0.67346,0.6893,30.05,17,17,40,48,62,71,84,91,107,118
1072,0.67346,0.6893,30.08,17,17,40,48,62,71,84,91,107,118
1073,0.67277,0.68519,30.1,17,17,40,48,62,71,84,91,107,118
1074,0.67369,0.68519,30.13,17,17,40,48,62,71,84,91,107,118
1075,0.67277,0.68519,30.15,17,17,40,48,62,71,84,91,107,118
1076,0.673,0.68724,30.17,17,17,40,48,62,71,84,91,107,118
1077,0.67323,0.6893,30.19,17,17,40,48,62,71,84,91,107,118
1078,0.67323,0.68724,30.22,17,17,40,48,62,71,84,91,107,118
1079,0.67392,0.68724,30.25,17,17,40,48,62,71,84,91,107,118
1080,0.67415,0.68724,30.27,17,17,40,48,62,71,84,91,107,118
1081,0.67438,0.68724,30.3,17,17,40,48,62,71,84,91,107,118
1082,0.67392,0.68724,30.32,17,17,40,48,62,71,84,91,107,118
1083,0.67438,0.68519,30.35,17,17,40,48,62,71,84,91,107,118
1084,0.67438,0.68724,30.37,17,17,40,48,62,71,84,91,107,118
1085,0.67438,0.68724,30.39,17,17,40,48,62,71,84,91,107,118
1086,0.67506,0.68724,30.42,17,17,40,48,62,71,84,91,107,118
1087,0.67438,0.68724,30.44,17,17,40,48,62,71,84,91,107,118
1088,0.67506,0.68724,30.47,17,17,40,48,62,71,84,91,107,118
1089,0.67483,0.68724,30.5,17,17,40,48,62,71,84,91,107,118
1090,0.67529,0.68724,30.53,17,17,41,48,62,71,84,91,107,118
1091,0.67575,0.68724,30.55,17,17,41,48,62,71,84,91,107,118
1092,0.67529,0.68724,30.58,17,17,41,48,62,71,84,91,107,118
1093,0.67552,0.68724,30.61,17,17,41,48,62,71,84,91,107,118
1094,0.67598,0.6893,30.63,17,17,41,48,62,71,84,91,107,118
1095,0.67598,0.6893,30.66,17,17,41,48,62,71,84,91,107,118
1096,0.67644,0.6893,30.68,17,17,41,48,62,71,84,91,107,118
1097,0.67621,0.6893,30.7,17,17,41,48,62,71,84,91,107,118
1098,0.67644,0.6893,30.72,17,17,41,48,62,71,84,91,107,118
1099,0.67689,0.6893,30.75,17,17,41,48,62,71,84,91,107,118
1100,0.67758,0.6893,30.78,17,17,41,48,62,71,84,91,107,118
1101,0.67781,0.6893,30.81,17,17,41,48,62,71,84,91,107,118
1102,0.67781,0.6893,30.84,17,17,41,48,62,71,84,91,107,118
1103,0.67735,0.6893,30.86,17,17,41,48,62,71,84,91,107,118
1104,0.67735,0.6893,30.9,17,17,41,48,62,71,84,91,107,118
1105,0.67712,0.6893,30.92,17,17,41,48,62,71,84,91,107,118
1106,0.67712,0.6893,30.95,17,17,41,48,62,71,84,91,107,118
1107,0.67712,0.6893,30.97,17,17,41,48,62,71,84,91,107,118
1108,0.67667,0.6893,31.0,17,17,41,48,62,71,84,91,107,118
1109,0.67735,0.6893,31.03,17,17,41,48,62,71,84,91,107,118
1110,0.67712,0.6893,31.06,17,17,41,48,62,71,84,91,107,118
1111,0.67712,0.6893,31.08,17,17,41,48,62,71,84,91,107,118
1112,0.67827,0.6893,31.11,17,17,41,48,62,71,84,91,107,118
1113,0.67827,0.69136,31.13,17,17,41,48,62,71,84,91,107,118
1114,0.6785,0.69136,31.15,17,17,41,48,62,71,84,91,107,118
1115,0.67896,0.69342,31.17,17,17,41,48,62,71,84,91,107,118
1116,0.67873,0.69136,31.2,17,17,41,48,62,71,84,91,107,118
1117,0.67827,0.69342,31.22,17,17,41,48,62,71,84,91,107,118
1118,0.67873,0.69136,31.26,17,17,41,48,62,71,84,91,107,118
1119,0.67896,0.69136,31.28,17,17,41,48,62,71,84,91,107,118
1120,0.67896,0.69136,31.31,17,17,41,48,62,71,84,91,107,118
1121,0.67918,0.69136,31.41,17,17,41,48,62,71,84,91,107,118
1122,0.67896,0.69136,31.48,17,17,41,48,62,71,84,91,107,118
1123,0.67987,0.69136,31.51,17,17,41,48,62,71,84,91,107,118
1124,0.67987,0.69136,31.53,17,17,41,48,62,71,84,91,107,118
1125,0.67964,0.69136,31.55,17,17,41,48,62,71,84,91,107,118
1126,0.67964,0.69136,31.58,17,17,41,48,62,71,84,91,107,118
1127,0.67873,0.69136,31.6,17,17,41,48,62,71,84,91,107,118
1128,0.67941,0.69136,31.62,17,17,41,48,62,71,84,91,107,118
1129,0.67941,0.69136,31.65,17,17,41,48,62,71,84,91,107,118
1130,0.67964,0.69136,31.67,17,17,41,48,62,71,84,91,107,118
1131,0.67918,0.69136,31.69,17,17,41,48,62,71,84,91,107,118
1132,0.67964,0.69136,31.72,17,17,41,48,62,71,84,91,107,118
1133,0.67941,0.69136,31.74,17,17,41,48,62,71,84,91,107,118
1134,0.67918,0.69136,31.76,17,17,41,48,62,71,84,91,107,118
1135,0.67964,0.69136,31.79,17,17,41,48,62,71,84,91,107,118
1136,0.67964,0.69342,31.81,17,17,41,48,62,71,84,91,107,118
1137,0.67941,0.69342,31.84,17,17,41,48,62,71,84,91,107,118
1138,0.67918,0.69342,31.87,17,17,41,48,62,71,84,91,107,118
1139,0.68033,0.69342,31.9,17,17,41,48,62,71,84,91,107,118
1140,0.67987,0.69136,31.93,17,17,41,48,62,71,84,91,107,118
1141,0.6801,0.69547,31.96,17,17,41,48,62,71,84,91,107,118
1142,0.68033,0.69547,31.99,17,17,41,48,62,71,84,91,107,118
1143,0.6801,0.69547,32.01,17,17,41,48,62,71,84,91,107,118
1144,0.6801,0.69547,32.03,17,17,41,48,62,71,84,91,107,118
1145,0.67964,0.69547,32.06,17,17,41,48,62,71,84,91,107,118
1146,0.67987,0.69547,32.08,17,17,41,48,62,71,84,91,107,118
1147,0.6801,0.69547,32.11,17,17,41,48,62,71,84,91,107,118
1148,0.68033,0.69547,32.14,17,17,41,48,62,71,84,91,107,118
1149,0.6801,0.69547,32.16,17,17,41,48,62,71,84,91,107,118
1150,0.67964,0.69753,32.19,17,17,41,48,62,71,84,91,107,118
1151,0.6801,0.69753,32.21,17,17,41,48,62,71,84,91,107,118
1152,0.67964,0.69753,32.23,17,17,41,48,62,71,84,91,107,118
1153,0.67987,0.69753,32.25,17,17,41,48,62,71,84,91,107,118
1154,0.67987,0.69753,32.27,17,17,41,48,62,71,84,91,107,118
1155,0.6801,0.69753,32.3,17,17,41,48,62,71,84,91,107,118
1156,0.67987,0.69959,32.32,17,17,41,48,62,71,84,91,107,118
1157,0.67987,0.69959,32.34,17,17,41,48,62,71,84,91,107,118
1158,0.67918,0.69959,32.36,17,17,41,48,62,71,84,91,107,118
1159,0.67964,0.69959,32.39,17,17,41,48,62,71,84,91,107,118
1160,0.67941,0.69959,32.42,17,17,41,48,62,71,84,91,107,118
1161,0.67941,0.69959,32.45,17,17,41,48,62,71,84,91,107,118
1162,0.67964,0.69959,32.47,17,17,41,48,62,71,84,91,107,118
1163,0.68033,0.69959,32.49,17,17,40,48,62,71,84,91,107,118
1164,0.6801,0.69959,32.52,17,17,40,48,62,71,84,91,107,118
1165,0.68056,0.69959,32.54,17,17,40,48,62,71,84,91,107,118
1166,0.68056,0.70165,32.56,17,17,40,48,62,71,84,91,107,118
1167,0.68056,0.70165,32.59,17,17,40,48,62,71,84,91,107,118
1168,0.68102,0.70165,32.63,17,17,40,48,62,71,84,91,107,118
1169,0.68125,0.70165,32.66,17,17,40,48,62,71,84,91,107,118
1170,0.68147,0.70165,32.68,17,17,40,48,62,71,84,91,107,118
1171,0.6817,0.70165,32.71,17,17,40,48,62,71,84,91,107,118
1172,0.68193,0.70165,32.74,17,17,40,48,62,71,84,91,107,118
1173,0.68193,0.70165,32.76,17,17,40,48,62,71,84,91,107,118
1174,0.68216,0.70165,32.78,17,17,40,48,62,71,84,91,107,118
1175,0.68193,0.70165,32.81,17,17,40,48,62,71,84,91,107,118
1176,0.68239,0.70165,32.84,17,17,40,48,62,71,84,91,107,118
1177,0.68239,0.70165,32.87,17,17,40,48,62,71,84,91,107,118
1178,0.68308,0.70165,32.89,17,17,40,48,62,71,84,91,107,118
1179,0.68308,0.70165,32.92,17,17,40,48,62,71,84,91,107,118
1180,0.68376,0.70165,32.95,17,17,40,48,62,71,84,91,107,118
1181,0.68308,0.70165,32.97,17,17,40,48,62,71,84,91,107,118
1182,0.68354,0.70165,33.0,17,17,40,48,62,71,84,91,107,118
1183,0.68308,0.70165,33.04,17,17,40,48,62,71,84,91,107,118
1184,0.68308,0.70165,33.07,17,17,40,48,62,71,84,91,107,118
1185,0.68331,0.70165,33.09,17,17,40,48,62,71,84,91,107,118
1186,0.68354,0.70165,33.12,17,17,40,48,62,71,84,91,107,118
1187,0.68422,0.70165,33.14,17,17,40,48,62,71,84,91,107,118
1188,0.68354,0.70165,33.18,17,17,40,48,62,71,84,91,107,118
1189,0.68445,0.70165,33.22,17,17,40,48,62,71,84,91,107,118
1190,0.68445,0.70165,33.25,17,17,40,48,62,71,84,91,107,118
1191,0.68399,0.70165,33.28,17,17,40,48,62,71,84,91,107,118
1192,0.68376,0.70165,33.3,17,17,40,48,62,71,84,91,107,118
1193,0.68331,0.70165,33.33,17,17,40,48,62,71,84,91,107,118
1194,0.68308,0.70165,33.35,17,17,40,48,62,71,84,91,107,118
1195,0.68308,0.70165,33.37,17,17,40,48,62,71,84,91,107,118
1196,0.68422,0.70165,33.39,17,17,40,48,62,71,84,91,107,118
1197,0.68399,0.70165,33.42,17,17,40,48,62,71,84,91,107,118
1198,0.68399,0.7037,33.44,17,17,40,48,62,71,84,91,107,118
1199,0.68468,0.7037,33.47,17,17,40,48,62,71,84,91,107,118
1200,0.68491,0.7037,33.49,17,17,40,48,62,71,84,91,107,118
1201,0.68468,0.7037,33.51,17,17,40,48,62,71,84,91,107,118
1202,0.68445,0.7037,33.53,18,17,40,48,62,71,84,91,107,118
1203,0.68445,0.7037,33.56,18,17,40,48,62,71,84,91,107,118
1204,0.68491,0.7037,33.59,18,17,40,48,62,71,84,91,107,118
1205,0.68514,0.70576,33.62,18,17,40,48,62,71,84,91,107,118
1206,0.6856,0.70576,33.64,18,17,40,48,62,71,84,91,107,118
1207,0.6856,0.70576,33.66,18,17,40,48,62,71,84,91,107,118
1208,0.6872,0.70576,33.69,18,17,40,48,62,71,84,91,107,118
1209,0.68651,0.70576,33.72,18,17,40,48,62,71,84,91,107,118
1210,0.68766,0.70576,33.74,18,17,40,48,62,71,84,91,107,118
1211,0.68743,0.70576,33.76,18,17,40,48,62,71,84,91,107,118
1212,0.68812,0.70576,33.78,18,17,40,48,62,71,84,91,107,118
1213,0.68834,0.70576,33.8,18,17,40,48,62,71,84,91,107,118
1214,0.68834,0.70576,33.84,18,17,40,48,62,71,84,91,107,118
1215,0.68857,0.70576,33.86,18,17,40,48,62,71,84,91,107,118
1216,0.68857,0.70576,33.89,18,17,40,48,62,71,84,91,107,118
1217,0.6888,0.70576,33.91,18,17,40,48,62,71,84,91,107,118
1218,0.68857,0.70576,33.93,18,17,40,48,62,71,84,91,107,118
1219,0.68926,0.70576,33.96,18,17,40,48,62,71,84,91,107,118
1220,0.6888,0.70576,33.98,18,17,40,48,62,71,84,91,107,118
1221,0.68995,0.70576,34.01,18,17,40,48,62,71,84,91,107,118
1222,0.6888,0.70782,34.04,18,17,40,48,62,71,84,91,107,118
1223,0.69041,0.70988,34.07,18,17,40,48,62,71,84,91,107,118
1224,0.69063,0.70782,34.09,18,17,40,48,62,71,84,91,107,118
1225,0.69041,0.70782,34.12,18,17,40,48,62,71,84,91,107,118
1226,0.69063,0.7037,34.14,18,17,40,48,62,71,84,91,107,118
1227,0.68926,0.70576,34.16,18,17,40,48,62,71,84,91,107,118
1228,0.69041,0.70782,34.19,18,17,40,48,62,71,84,91,107,118
1229,0.69063,0.70782,34.21,18,17,40,48,62,71,84,91,107,118
1230,0.69086,0.70782,34.24,18,17,40,48,62,71,84,91,107,118
1231,0.69155,0.70576,34.26,18,17,40,48,62,71,84,91,107,118
1232,0.69041,0.70782,34.28,18,17,40,48,62,71,84,91,107,118
1233,0.69132,0.70782,34.31,18,17,40,48,62,71,84,91,107,118
1234,0.69178,0.70782,34.33,18,17,40,48,62,71,84,91,107,118
1235,0.69178,0.70782,34.35,18,17,40,48,62,71,84,91,107,118
1236,0.6927,0.70782,34.37,18,17,40,48,62,71,84,91,107,118
1237,0.69292,0.70782,34.4,18,17,40,48,62,71,84,91,107,118
1238,0.69407,0.70782,34.42,18,17,40,48,62,71,84,91,107,118
