epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
102,0.41814,0.39918,5.37,7,11,20,24,33,35,40,49,59,64,71,73,83,82,90,96,106,112,116,123
103,0.40829,0.38272,5.41,7,11,20,24,33,35,40,49,59,64,71,73,83,82,90,96,106,112,116,123
104,0.39913,0.37449,5.46,7,11,20,24,33,35,40,49,60,64,71,73,83,82,90,96,106,112,116,123
105,0.39386,0.36626,5.51,7,11,20,24,33,35,40,49,60,64,71,73,83,82,90,96,106,112,116,123
106,0.38654,0.35597,5.55,7,11,20,24,33,35,40,49,60,64,71,73,83,82,89,96,106,112,116,123
107,0.38241,0.35185,5.61,7,11,20,24,34,35,40,49,60,64,71,73,83,82,89,96,106,112,116,123
108,0.38127,0.34774,5.67,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
109,0.38196,0.34156,5.71,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
110,0.3815,0.34979,5.75,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
111,0.38241,0.35597,5.81,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
112,0.38264,0.35597,5.87,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
113,0.38402,0.35185,5.92,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
114,0.38722,0.35185,5.98,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
115,0.3886,0.35185,6.03,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
116,0.39249,0.35391,6.08,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,123
117,0.39318,0.36008,6.12,7,11,20,24,34,35,39,49,60,64,71,73,83,82,89,96,106,112,116,122
118,0.39478,0.37654,6.18,7,11,20,24,34,35,39,49,60,63,71,73,83,82,89,96,106,112,116,122
119,0.39432,0.37654,6.23,7,11,20,24,34,35,39,49,60,63,71,73,83,82,89,96,106,111,116,122
120,0.40852,0.37449,6.31,7,11,20,24,34,35,39,49,60,63,71,73,83,82,89,96,106,111,116,122
121,0.41699,0.37654,6.37,7,11,20,24,34,35,39,49,60,63,71,73,83,82,89,96,106,111,116,122
122,0.42409,0.38477,6.42,7,11,20,24,34,35,39,49,60,63,71,73,83,82,89,96,106,111,116,122
123,0.42615,0.39095,6.47,7,11,20,24,34,35,39,49,60,63,71,73,83,81,89,96,106,111,116,122
124,0.4289,0.38272,6.51,7,11,20,24,34,35,39,49,60,63,71,73,83,81,89,96,106,111,116,122
125,0.42959,0.38889,6.57,7,11,20,24,34,35,39,49,60,63,71,73,83,81,89,96,106,111,116,122
126,0.43004,0.393,6.65,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,96,106,111,116,122
127,0.42936,0.40329,6.71,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,96,106,111,116,122
128,0.43096,0.40741,6.78,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,96,106,111,116,122
129,0.43165,0.40535,6.84,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,96,106,111,116,122
130,0.43188,0.40741,6.92,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
131,0.43462,0.41358,6.97,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
132,0.436,0.41564,7.03,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
133,0.43462,0.41564,7.08,7,11,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
134,0.43508,0.41358,7.14,7,12,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
135,0.43668,0.41358,7.2,7,12,20,24,34,35,38,49,60,63,71,73,83,81,89,95,106,111,116,122
136,0.43852,0.41358,7.24,7,12,20,24,34,35,38,49,60,63,72,73,83,81,89,95,106,111,116,122
137,0.44012,0.41564,7.29,7,12,20,24,34,35,38,49,60,63,72,73,83,81,89,95,106,111,116,122
138,0.44081,0.42181,7.34,7,12,20,24,34,36,38,49,60,63,72,73,83,81,89,95,106,111,116,122
139,0.44081,0.42181,7.39,7,12,20,24,34,36,38,49,60,63,72,73,83,81,89,95,106,111,116,122
140,0.44104,0.42387,7.44,7,12,20,24,34,36,38,49,60,63,72,73,83,81,89,95,106,111,116,122
141,0.44058,0.42387,7.51,7,12,20,24,34,36,38,49,60,63,72,73,83,81,89,95,106,111,116,122
142,0.44172,0.42593,7.58,7,12,20,24,34,36,38,49,60,63,72,73,83,81,89,95,106,111,116,122
143,0.44287,0.42593,7.64,7,12,19,24,34,36,38,49,60,62,72,73,83,81,89,95,106,111,116,122
144,0.44378,0.42593,7.71,7,12,19,24,34,36,38,49,60,62,72,73,83,81,89,95,106,111,116,122
145,0.4447,0.42387,7.77,7,12,19,24,34,36,38,49,60,62,72,73,83,81,89,95,106,111,115,122
146,0.44401,0.42387,7.83,7,12,19,24,34,36,38,49,60,62,72,73,83,81,89,95,106,111,115,122
147,0.44401,0.42387,7.9,7,12,19,24,35,36,38,48,60,62,72,73,83,81,89,95,106,111,115,122
148,0.44378,0.42387,7.96,7,12,19,24,35,36,38,48,60,62,72,73,83,81,89,95,106,110,115,122
149,0.4447,0.42387,8.02,7,12,19,24,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
150,0.4447,0.43004,8.09,7,12,19,24,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
151,0.44539,0.43004,8.16,7,12,19,24,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
152,0.44516,0.4321,8.22,7,12,19,24,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
153,0.44584,0.4321,8.28,7,12,19,23,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
154,0.44584,0.4321,8.33,7,12,19,23,35,36,38,48,61,62,72,73,83,81,89,95,106,110,115,122
155,0.44722,0.4321,8.39,7,12,19,23,35,36,38,48,61,63,72,73,83,81,89,95,106,110,115,122
156,0.44745,0.4321,8.45,7,12,19,23,35,36,38,48,61,63,72,73,83,81,89,95,106,110,115,122
157,0.44768,0.4321,8.51,7,12,19,23,35,36,38,48,61,63,73,73,83,81,89,94,106,110,115,122
158,0.4479,0.43416,8.59,7,12,19,23,35,36,38,48,61,63,73,73,83,81,89,94,106,110,115,122
159,0.44836,0.43416,8.65,7,12,19,23,35,36,38,48,61,63,73,73,83,81,89,94,106,110,115,122
160,0.44882,0.43416,8.71,7,12,19,23,35,36,38,48,61,63,73,73,83,81,89,94,106,110,115,122
161,0.44928,0.43416,8.78,7,12,19,23,35,36,38,48,61,63,73,73,83,82,89,94,106,110,115,122
162,0.44905,0.43416,8.84,7,12,19,23,35,36,38,48,61,63,73,74,83,82,89,94,106,110,115,122
163,0.44951,0.43416,8.9,7,12,19,23,35,36,38,48,62,63,73,74,83,82,89,94,106,110,115,122
164,0.45042,0.43621,8.95,7,12,19,23,35,36,38,48,62,63,73,74,83,82,89,94,106,110,115,122
165,0.45088,0.43621,9.0,7,12,19,23,35,36,38,48,62,63,73,74,83,82,89,94,106,110,115,122
166,0.45226,0.43621,9.06,7,12,19,23,35,36,38,48,62,63,73,74,83,82,89,94,106,110,115,122
167,0.45294,0.43621,9.12,7,12,19,23,35,36,38,48,62,63,73,74,83,82,89,94,106,110,115,122
168,0.45317,0.43621,9.19,7,12,19,23,35,36,38,48,62,63,73,74,84,82,89,94,106,110,115,122
169,0.4534,0.43827,9.25,8,12,19,23,35,36,38,48,62,63,73,74,84,82,89,94,106,110,115,122
170,0.45409,0.43827,9.31,8,12,19,23,35,36,38,48,62,63,73,74,84,82,89,94,106,110,115,122
171,0.45409,0.43827,9.36,8,12,19,23,35,36,38,48,62,63,73,74,84,82,89,94,106,110,115,122
172,0.45409,0.43827,9.42,8,12,18,23,35,37,38,48,62,63,73,74,84,82,89,94,106,110,115,122
173,0.45477,0.44033,9.49,8,12,18,23,35,37,38,48,62,63,73,74,84,82,89,94,106,110,115,122
174,0.45477,0.44033,9.55,8,12,18,23,35,37,38,48,62,63,73,74,84,82,89,94,106,110,115,122
175,0.45546,0.44033,9.61,8,12,18,23,35,37,38,48,63,63,73,74,84,82,89,94,106,110,114,122
176,0.45477,0.44033,9.69,8,12,18,23,36,37,38,48,63,63,73,74,84,82,89,94,106,110,114,122
177,0.455,0.44033,9.74,8,12,18,23,36,37,38,48,63,63,73,74,84,82,89,94,106,110,114,122
178,0.45569,0.43827,9.81,8,12,18,23,36,37,38,48,63,63,73,74,84,82,89,94,106,110,114,122
179,0.45546,0.44033,9.86,8,12,18,23,36,37,38,48,63,63,73,74,84,82,89,94,106,110,114,122
180,0.45569,0.44033,9.92,8,12,18,23,36,37,38,48,63,63,74,74,84,82,89,94,106,110,114,122
181,0.45592,0.44033,9.98,8,12,18,23,36,37,38,48,63,63,74,74,84,82,89,94,106,110,114,122
182,0.45615,0.44033,10.04,8,12,18,23,36,37,38,48,63,63,74,74,84,82,89,94,106,110,114,122
183,0.45638,0.44033,10.1,8,12,18,23,36,37,38,48,63,63,74,74,84,82,89,94,107,110,114,122
184,0.45615,0.44033,10.15,8,12,18,23,36,37,38,48,63,63,74,74,84,82,89,94,107,110,114,122
185,0.45729,0.44033,10.2,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
186,0.45706,0.44033,10.25,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
187,0.45752,0.44239,10.3,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
188,0.45913,0.44239,10.35,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
189,0.45981,0.44444,10.42,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
190,0.46027,0.44444,10.47,8,12,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
191,0.46096,0.44444,10.53,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,94,107,110,114,122
192,0.46073,0.44444,10.61,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,93,107,110,114,122
193,0.46119,0.44444,10.66,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,93,107,110,114,122
194,0.46187,0.4465,10.73,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,93,107,110,114,122
195,0.46279,0.44856,10.78,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,93,107,110,114,122
196,0.46302,0.44856,10.84,8,13,18,23,36,37,38,48,63,63,74,75,84,82,89,93,107,110,114,122
197,0.46348,0.4465,10.88,8,13,18,23,36,37,38,48,63,63,75,75,84,82,90,93,107,110,114,122
198,0.46416,0.44856,10.94,8,13,18,23,37,37,38,48,63,63,75,75,84,82,90,93,107,110,114,122
199,0.46371,0.44856,11.0,8,13,18,23,37,37,38,48,63,63,75,75,84,82,90,93,107,110,114,122
200,0.46348,0.44856,11.05,8,13,18,23,37,37,38,48,63,63,75,75,84,82,90,93,107,110,114,122
201,0.46371,0.44856,11.11,8,13,18,23,37,37,38,48,63,63,75,75,84,82,90,93,107,110,114,122
202,0.46302,0.44856,11.16,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
203,0.46348,0.44856,11.2,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
204,0.46348,0.45062,11.25,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
205,0.46531,0.45062,11.32,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
206,0.46577,0.45062,11.37,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
207,0.46485,0.45062,11.42,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
208,0.46439,0.45062,11.46,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
209,0.46508,0.45062,11.52,8,13,18,22,37,38,38,48,63,63,75,76,84,82,90,93,107,110,114,122
210,0.46531,0.45267,11.57,8,13,18,22,37,38,38,48,63,63,76,76,84,82,90,93,107,110,114,122
211,0.46554,0.45267,11.63,8,13,18,22,37,38,38,48,63,63,76,76,84,82,90,93,107,110,113,122
212,0.46554,0.45267,11.68,8,13,18,22,37,38,38,48,63,63,76,76,84,82,90,93,107,110,113,122
213,0.46714,0.45267,11.73,8,13,18,22,37,38,38,48,63,63,76,76,84,82,90,93,107,110,113,122
214,0.46691,0.45267,11.8,8,13,18,22,37,38,38,48,63,63,76,77,84,82,90,93,107,110,113,122
215,0.46714,0.45267,11.87,8,13,18,22,37,38,38,48,63,63,76,77,84,82,90,93,107,110,113,122
216,0.46737,0.45267,11.92,8,13,18,22,37,38,38,48,63,63,76,77,84,82,90,93,107,110,113,122
217,0.46737,0.45267,11.97,8,13,18,22,37,38,38,48,63,63,76,77,84,82,90,93,107,110,113,122
218,0.46806,0.45267,12.02,8,13,18,22,37,38,38,48,63,63,76,77,84,82,90,93,107,110,113,122
219,0.46806,0.45267,12.07,8,13,18,22,37,38,38,48,63,63,76,77,84,83,90,93,107,110,113,122
220,0.46828,0.45267,12.13,8,13,18,21,37,38,38,48,63,63,77,77,84,83,90,93,107,110,113,122
221,0.46851,0.45267,12.18,8,13,18,21,37,38,38,48,63,63,77,77,84,83,90,93,107,110,113,122
222,0.46828,0.45267,12.24,8,13,18,21,37,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
223,0.46828,0.45267,12.29,8,13,18,21,37,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
224,0.46851,0.45267,12.34,8,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
225,0.46828,0.45473,12.39,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
226,0.46897,0.45473,12.44,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
227,0.46989,0.45679,12.5,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
228,0.4708,0.45679,12.55,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
229,0.47218,0.45679,12.6,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
230,0.47264,0.46091,12.66,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,93,108,110,113,122
231,0.47264,0.46296,12.71,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
232,0.47309,0.46296,12.76,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
233,0.47447,0.46296,12.81,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
234,0.47401,0.46296,12.86,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
235,0.47401,0.46296,12.9,9,13,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
236,0.47378,0.46296,12.95,9,14,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
237,0.47401,0.46502,13.0,9,14,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
238,0.47447,0.46914,13.05,9,14,18,21,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
239,0.47447,0.46914,13.1,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
240,0.47493,0.46914,13.17,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,108,110,113,122
241,0.47538,0.46914,13.23,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,109,110,113,122
242,0.47607,0.46914,13.28,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,109,110,113,122
243,0.47584,0.46914,13.33,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,109,110,113,122
244,0.47561,0.47119,13.38,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,109,110,113,122
245,0.47607,0.47119,13.42,9,14,18,20,38,38,38,48,63,63,77,77,84,83,90,92,109,110,113,122
