epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
881,0.6785,0.68313,48.85,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
882,0.67873,0.68519,48.9,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
883,0.67873,0.68519,48.95,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
884,0.67918,0.68724,49.01,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
885,0.67964,0.68724,49.06,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
886,0.67964,0.68724,49.11,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
887,0.6801,0.6893,49.16,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
888,0.67987,0.6893,49.2,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
889,0.6801,0.6893,49.25,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
890,0.68033,0.6893,49.31,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
891,0.68033,0.6893,49.38,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
892,0.68056,0.6893,49.43,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
893,0.68079,0.6893,49.48,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
894,0.68079,0.68724,49.55,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
895,0.68079,0.68724,49.6,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
896,0.68125,0.68724,49.65,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
897,0.68079,0.6893,49.69,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
898,0.68079,0.6893,49.74,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
899,0.68102,0.6893,49.79,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
900,0.68147,0.68724,49.85,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
901,0.68125,0.68519,49.9,13,16,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
902,0.68193,0.68724,49.95,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
903,0.6817,0.68519,50.0,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
904,0.68102,0.68519,50.05,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
905,0.68102,0.68519,50.11,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
906,0.68147,0.68519,50.17,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
907,0.6817,0.68519,50.22,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
908,0.68239,0.68519,50.27,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
909,0.68193,0.68519,50.31,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
910,0.68125,0.68519,50.37,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
911,0.68193,0.68519,50.42,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
912,0.68216,0.68724,50.48,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
913,0.68262,0.68724,50.55,13,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
914,0.68331,0.68519,50.61,13,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
915,0.68262,0.68519,50.67,13,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
916,0.68331,0.68519,50.74,13,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
917,0.68354,0.68519,50.8,13,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
918,0.68262,0.68724,50.87,13,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
919,0.68239,0.68724,50.94,12,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
920,0.68354,0.68724,51.0,12,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
921,0.68376,0.68724,51.06,12,17,15,16,38,43,34,47,58,63,77,77,90,86,91,90,106,109,118,118
922,0.68308,0.68724,51.1,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
923,0.68285,0.6893,51.15,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,109,118,118
924,0.68331,0.6893,51.2,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
925,0.68376,0.6893,51.25,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
926,0.68422,0.6893,51.3,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
927,0.68354,0.6893,51.38,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
928,0.68422,0.6893,51.45,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
929,0.68514,0.6893,51.5,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
930,0.68491,0.6893,51.55,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
931,0.68491,0.6893,51.6,12,17,15,16,38,43,34,47,58,63,77,77,90,85,91,90,106,108,118,118
932,0.68628,0.6893,51.65,12,17,15,16,38,43,33,47,58,63,77,77,90,85,91,90,106,108,118,118
933,0.68628,0.6893,51.71,12,17,15,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
934,0.68697,0.6893,51.77,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
935,0.6872,0.6893,51.84,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
936,0.68697,0.6893,51.89,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
937,0.68812,0.6893,51.95,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
938,0.68766,0.6893,52.0,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
939,0.68789,0.6893,52.05,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
940,0.68812,0.6893,52.11,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
941,0.68812,0.6893,52.17,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
942,0.68743,0.6893,52.24,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
943,0.68789,0.68724,52.3,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
944,0.68857,0.68724,52.35,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
945,0.68789,0.68724,52.4,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
946,0.68834,0.68724,52.45,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
947,0.68834,0.68724,52.51,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
948,0.68766,0.6893,52.56,12,17,14,16,38,43,33,47,58,63,77,77,90,86,91,90,106,108,118,118
949,0.68834,0.6893,52.61,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
950,0.6888,0.6893,52.66,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
951,0.68903,0.6893,52.71,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
952,0.68949,0.6893,52.76,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
953,0.68995,0.6893,52.82,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
954,0.68972,0.6893,52.89,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
955,0.69041,0.69136,52.94,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
956,0.69063,0.69136,53.0,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
957,0.69063,0.69136,53.05,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
958,0.69063,0.69136,53.1,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
959,0.69132,0.69136,53.14,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
960,0.69086,0.69136,53.19,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
961,0.69063,0.69136,53.25,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
962,0.69086,0.69136,53.31,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
963,0.69063,0.69136,53.37,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
964,0.69086,0.69136,53.42,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
965,0.69155,0.69136,53.47,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
966,0.69247,0.69136,53.54,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
967,0.69338,0.6893,53.6,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
968,0.6927,0.69136,53.66,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
969,0.69292,0.69136,53.7,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
970,0.69338,0.6893,53.75,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
971,0.69315,0.6893,53.79,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
972,0.69315,0.6893,53.84,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
973,0.6927,0.6893,53.89,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
974,0.6927,0.6893,53.94,12,17,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
975,0.69384,0.6893,54.0,12,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
976,0.69315,0.6893,54.04,12,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
977,0.69361,0.6893,54.1,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
978,0.69361,0.6893,54.16,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
979,0.69407,0.69136,54.2,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
980,0.69338,0.6893,54.27,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
981,0.69361,0.69136,54.33,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
982,0.69338,0.69136,54.38,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
983,0.69407,0.69136,54.43,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
984,0.69384,0.69136,54.47,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
985,0.69453,0.69136,54.52,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
986,0.69453,0.69136,54.57,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
987,0.6943,0.69342,54.62,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
988,0.69476,0.69342,54.67,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
989,0.69453,0.69342,54.73,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
990,0.69499,0.69342,54.77,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
991,0.69636,0.69547,54.82,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
992,0.69544,0.69342,54.88,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
993,0.69613,0.69547,54.94,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
994,0.6959,0.69342,55.0,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
995,0.69659,0.69547,55.05,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
996,0.69728,0.69547,55.1,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
997,0.69636,0.69342,55.15,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
998,0.69705,0.69547,55.2,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
999,0.69705,0.69547,55.25,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1000,0.69773,0.69547,55.3,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1001,0.69773,0.69547,55.35,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1002,0.69728,0.69547,55.4,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1003,0.69773,0.69547,55.44,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1004,0.6975,0.69547,55.49,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1005,0.69773,0.69547,55.55,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1006,0.69819,0.69547,55.6,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1007,0.69773,0.69547,55.67,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1008,0.69888,0.69547,55.72,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1009,0.69796,0.69547,55.77,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1010,0.69819,0.69547,55.83,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1011,0.69819,0.69753,55.87,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1012,0.69819,0.69547,55.93,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1013,0.69773,0.69753,56.0,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1014,0.69773,0.69753,56.06,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1015,0.69773,0.69547,56.11,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1016,0.69842,0.69753,56.16,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1017,0.69888,0.69547,56.21,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1018,0.69865,0.69547,56.26,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1019,0.69934,0.69753,56.31,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1020,0.69865,0.69547,56.36,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1021,0.69979,0.69547,56.41,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1022,0.70002,0.69342,56.47,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1023,0.69911,0.69342,56.52,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1024,0.69979,0.69753,56.57,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1025,0.69934,0.69547,56.63,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1026,0.70071,0.69753,56.68,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1027,0.70048,0.69753,56.73,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1028,0.69956,0.69753,56.78,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1029,0.70094,0.69753,56.83,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1030,0.70002,0.69959,56.88,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1031,0.70117,0.69959,56.93,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1032,0.70071,0.69959,56.99,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1033,0.70025,0.69959,57.06,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1034,0.70094,0.69959,57.12,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1035,0.70094,0.69959,57.18,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1036,0.70094,0.69959,57.23,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1037,0.70071,0.69959,57.28,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1038,0.7014,0.69959,57.33,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1039,0.70163,0.69959,57.39,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1040,0.70163,0.69959,57.44,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1041,0.70231,0.69959,57.51,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1042,0.70231,0.69959,57.58,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1043,0.70208,0.69959,57.62,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1044,0.70208,0.69959,57.67,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1045,0.70277,0.69959,57.73,11,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1046,0.70208,0.69959,57.78,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1047,0.703,0.69959,57.85,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1048,0.70369,0.69959,57.89,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1049,0.70323,0.69959,57.94,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1050,0.70369,0.69959,58.0,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1051,0.70392,0.69959,58.05,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1052,0.70369,0.69959,58.1,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1053,0.70346,0.69959,58.14,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1054,0.70346,0.69959,58.19,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1055,0.70346,0.69959,58.24,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1056,0.70323,0.69959,58.29,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1057,0.70369,0.69959,58.36,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1058,0.70369,0.69959,58.42,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1059,0.703,0.69959,58.49,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1060,0.70323,0.69959,58.54,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1061,0.70369,0.69959,58.59,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1062,0.70369,0.69959,58.65,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1063,0.70392,0.69959,58.69,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,107,118,118
1064,0.703,0.69959,58.74,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1065,0.70392,0.7037,58.8,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1066,0.70369,0.70165,58.88,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1067,0.70414,0.7037,58.94,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1068,0.70437,0.70576,58.99,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1069,0.70437,0.70576,59.06,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1070,0.70483,0.70576,59.12,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1071,0.70483,0.70576,59.18,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1072,0.70414,0.70576,59.24,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1073,0.70483,0.70576,59.29,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1074,0.7046,0.70576,59.34,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1075,0.70483,0.70576,59.4,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1076,0.70552,0.70576,59.46,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1077,0.70529,0.70782,59.5,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1078,0.70552,0.70988,59.55,10,16,14,16,38,43,33,47,58,63,76,77,90,86,91,90,106,108,118,118
1079,0.70506,0.70782,59.6,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1080,0.70598,0.70782,59.65,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1081,0.70598,0.70782,59.7,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1082,0.70621,0.70782,59.77,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1083,0.70666,0.70988,59.84,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1084,0.70689,0.70782,59.92,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1085,0.70735,0.70988,59.98,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1086,0.70689,0.70782,60.04,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1087,0.70712,0.70988,60.09,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1088,0.70712,0.70782,60.14,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1089,0.70781,0.70782,60.21,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1090,0.70781,0.70988,60.27,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1091,0.70758,0.70988,60.33,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1092,0.70804,0.70988,60.39,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1093,0.70827,0.71193,60.43,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1094,0.70895,0.71193,60.5,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1095,0.70872,0.71193,60.55,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1096,0.70895,0.71193,60.6,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1097,0.70941,0.71193,60.65,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1098,0.70918,0.71193,60.7,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1099,0.70895,0.71193,60.75,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1100,0.70895,0.71193,60.81,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1101,0.70918,0.71193,60.86,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1102,0.70895,0.71399,60.9,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1103,0.70964,0.71399,60.96,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1104,0.7085,0.71399,61.02,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1105,0.70918,0.71193,61.07,10,16,14,16,38,43,33,46,58,63,76,77,90,86,91,90,106,108,118,118
1106,0.70895,0.71399,61.13,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1107,0.70987,0.71399,61.18,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1108,0.70987,0.71399,61.22,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1109,0.71033,0.71605,61.28,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1110,0.71033,0.71605,61.34,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1111,0.71124,0.71399,61.39,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1112,0.71101,0.72016,61.44,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1113,0.71079,0.71605,61.49,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1114,0.71147,0.72222,61.54,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1115,0.71124,0.71811,61.58,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1116,0.71147,0.72016,61.65,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1117,0.71147,0.71811,61.7,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1118,0.71101,0.72222,61.75,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1119,0.71147,0.72428,61.81,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1120,0.71216,0.72016,61.86,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,118,118
1121,0.71239,0.72222,61.93,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,117,118
1122,0.71216,0.72016,61.98,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,117,118
1123,0.71216,0.72428,62.04,10,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,117,118
1124,0.71239,0.72016,62.11,9,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,117,118
1125,0.71262,0.72016,62.16,9,16,14,16,38,43,33,46,57,63,76,77,90,86,91,90,106,108,117,118
